time,close,high,low,open,volumefrom,volumeto,ret_holding,3_day_high,3_day_low,buy_signal,sell_signal,hold_signal,close_ret,12EMA,50EMA,100EMA,minusDI,plusDI,MACD,RSI,StoOsci,StoOsci_signal,BB_hband,BB_lband,ATR,ADI,MFI
2015-11-14,0.88,0.91,0.8736,0.9,524.56,469.05,0.044659090909090926,1.0,0.86,0,0,1,-0.022222222222222254,0.8932943084887377,0.87494478405188,1.1598750671190947,19.62015057127119,20.7699717915405,-0.015916202250229543,51.320160738488475,-16.499999999999982,-39.02466875871688,1.0897574555014469,0.7589711159271263,0.1341429951972383,42030.10677494626,49.80424798644636
2015-11-15,0.9193,0.9193,0.8746,0.88,857.27,770.24,0.006200369846622422,1.0,0.86,0,0,1,0.044659090909090926,0.897295184105855,0.8766842042851396,1.155111204403865,19.046609575307112,20.771006535043433,-0.013387653213055413,53.07081453888397,-15.874999999999984,-23.395833333333325,1.0806504185398305,0.7579781528887426,0.127754209826007,42800.34677494626,50.61253852608123
2015-11-16,0.925,0.925,0.6612,0.9193,3010.0,2699.37,0.08108108108108092,1.0,0.86,0,0,1,0.006200369846622422,0.901557463474185,0.8785789413719969,1.150554546890917,28.84273613662014,17.48107987686586,-0.01120788417445212,53.33295161882615,-149.25,-60.54166666666666,1.0717298584773103,0.7579272843798341,0.1374717662670065,45499.71677494626,40.89067297284982
2015-11-17,1.0,1.0,0.9224,0.925,9307.01,9189.91,-0.0027000000000000357,1.0,0.86,0,1,0,0.08108108108108092,0.9167024690935411,0.8833405515142715,1.1475732687346614,27.447624599458,21.310423743398797,-0.004912881639143274,56.75577617166546,22.39999999999998,-47.57500000000001,1.0540552600769522,0.7670304542087636,0.1331952115336489,54689.62677494626,55.97206589197419
2015-11-18,0.9973,1.0,0.95,1.0,3368.62,3299.12,-0.05745512884788928,0.9973,0.82,0,1,0,-0.0027000000000000357,0.9291020892329964,0.887809549494104,1.1445975604428857,26.54511078247939,20.609709122197437,-0.0013159599359230667,56.59484566839407,49.99999999999994,-25.6166666666667,1.060313241841047,0.7891010438732403,0.12725269642410256,57632.44181494625,63.952373626780336
2015-11-19,0.94,1.0,0.92,0.9973,1252.29,1221.53,-0.02127659574468077,0.97,0.82,0,0,1,-0.05745512884788928,0.9307786908894585,0.8898562338276685,1.1405461236024326,27.139716754391056,19.491061924577078,-0.003080144712617486,53.150466723290705,20.00000000000002,30.799999999999972,1.0623159503511581,0.7961840496488433,0.12387750382238094,57021.67681494625,61.78281619592963
2015-11-20,0.92,0.94,0.91,0.94,165.69,154.39,0.04347826086956519,0.97,0.82,0,0,1,-0.02127659574468077,0.9291204307526189,0.891038342305015,1.1361788736301073,27.274255579543976,19.067673660403454,-0.005724666554610874,51.96175133945579,10.00000000000001,26.666666666666654,1.053021661356959,0.7954926243573281,0.117171967835068,56970.21348161292,59.283180472143016
2015-11-21,0.96,0.96,0.92,0.92,390.35,378.0,0.01041666666666674,0.97,0.82,0,0,1,0.04347826086956519,0.9338711337137544,0.8937427210381517,1.1326901830631744,26.438895121469685,20.01507412106823,-0.004940228907229449,54.16945366020775,20.00000000000002,16.666666666666675,1.0564673891268885,0.796332610873113,0.11165968441827744,57348.21348161292,60.96747946772203
2015-11-22,0.97,0.97,0.8827,0.96,241.87,236.45,-0.05154639175257725,0.97,0.82,0,1,0,0.01041666666666674,0.9394294208347151,0.8967332025660674,1.1294685952797452,27.54588940177728,18.654718307688718,-0.003950977533134566,54.72958836797238,-17.299999999999986,4.233333333333341,1.0503308789752386,0.7981834067390488,0.10991970695982904,57584.663481612915,58.041709532851385
2015-11-23,0.92,0.92,0.92,0.97,818.33,775.88,-0.010869565217391353,0.92,0.79,0,1,0,-0.05154639175257725,0.9364402791678359,0.8976456259948491,1.1253207023039087,26.423781538415675,17.89480070994716,-0.006705265826788508,51.350227950318455,20.00000000000002,7.566666666666678,1.0379412588023484,0.7994301697690819,0.10563972789126981,57584.663481612915,46.643043376903
2015-11-24,0.91,0.95,0.91,0.92,591.67,544.62,-0.04395604395604402,0.91,0.79,0,1,0,-0.010869565217391353,0.9323725439112458,0.898130111249953,1.1210569260206629,25.516630344828517,19.85527141777114,-0.009093558706311608,50.67627176006136,10.00000000000001,4.233333333333341,1.0383186276409195,0.8004813723590819,0.10095117589903624,57040.04348161291,58.66355903394765
2015-11-25,0.87,0.9126,0.8674,0.91,3152.27,2775.34,-0.011494252873563204,0.91,0.79,0,0,1,-0.04395604395604402,0.9227767679249003,0.8970269696323079,1.116085501743026,28.307271856687667,19.049102180239025,-0.013021058346356043,47.96449554776655,-32.60000000000008,-0.8666666666666897,1.0076335159359018,0.8483093412069569,0.0969689490491051,54583.99038426779,71.34063727755237
2015-11-26,0.86,0.91,0.8155,0.87,5503.36,4777.98,0.023255813953488413,0.91,0.79,0,0,1,-0.011494252873563204,0.9131188036287617,0.8955749316075114,1.1110145017085107,30.562908193366727,17.43458067254323,-0.01576320940309782,47.28328475267976,-84.50000000000004,-35.700000000000045,1.0102113429078314,0.842874371377884,0.09679259554559759,54305.90689220429,58.483254568767975
2015-11-27,0.88,0.89,0.88,0.86,808.67,719.18,0.03409090909090917,0.91,0.79,0,0,1,0.023255813953488413,0.9080236030704907,0.8949641499758444,1.1064399571202232,29.691387265979895,16.937422423720786,-0.015668201384930473,48.84801266836985,-9.0909090909091,-42.06363636363641,1.0111949740128747,0.8390335974156982,0.0920216958637692,53586.72689220429,57.20803524817527
2015-11-28,0.91,0.91,0.88,0.88,1066.31,968.33,-0.04395604395604402,0.96,0.79,0,0,1,0.03409090909090917,0.9083276641365691,0.8955537911532623,1.1025500569792288,28.79561409916893,18.43772694636126,-0.013126009862336523,51.18840892932161,-9.0909090909091,-34.227272727272755,1.0101744067595466,0.8443398789547405,0.08759157473064283,54555.056892204295,57.94758652547828
2015-11-29,0.87,0.91,0.85,0.91,2708.13,2380.31,0.011494252873563315,0.96,0.79,0,0,1,-0.04395604395604402,0.9024311004232507,0.8945516816962715,1.0979451053558777,30.10517652551339,17.29903070922067,-0.013620556645019238,48.03276569211164,-36.3636363636364,-18.181818181818212,1.0117371950246459,0.835734233546784,0.08562074796416834,53761.62022553763,52.52853577676944
