time,high,low,open,volumefrom,volumeto,close,ret_holding,15SMA,SMA_ret_holding1,buy_signal,sell_signal,hold_signal,close_ret,12EMA,50EMA,100EMA,minusDI,plusDI,MACD,RSI,StoOsci,StoOsci_signal,BB_hband,BB_lband,ATR,ADI,MFI
2015-03-11,0.02645,0.02224,0.02192,320.48,7.287999999999999,0.02274,0.008355321020228734,0.023645999999999993,0.00978319095548219,1,0,0,0.0374087591240877,0.02411768454830905,0.023687491618130614,0.024991416347397162,27.96254189631511,20.035850647732442,1.4833408662217413e-05,48.59779459599587,-9.729729729729772,18.055706135935306,0.029352681045116676,0.01853731895488332,0.004106853290001905,4341.590708407656,73.06976216518682
2015-03-12,0.022930000000000002,0.022609999999999998,0.02274,75.0,1.72,0.022930000000000002,0.08765808983863921,0.023877333333333327,0.015467947286128991,1,0,0,0.008355321020228734,0.023934963848569198,0.023657786064478437,0.024950596221706128,27.76996643867266,19.897865584641618,-9.172891713965525e-05,48.90334284740042,-3.063063063063126,-16.298648218419064,0.029032538710764815,0.019361747003520894,0.0038363637692874833,4343.310708407656,68.01752300240112
2015-03-13,0.02494,0.02242,0.022930000000000002,286.72,7.151,0.02494,-0.07137129109863671,0.02424666666666666,0.006516359637063651,1,0,0,0.08765808983863921,0.024089584794943168,0.023708068963910655,0.02495038639553373,26.21873988910061,23.241862673779995,-2.937071390657364e-05,52.14419917124792,-7.454545454545464,-6.749112749112821,0.028951204414443495,0.02003593844269936,0.003742337785766949,4350.461708407656,67.49087738836263
2015-03-14,0.02445,0.02316,0.02494,320.75,7.428999999999999,0.02316,-0.03799654576856648,0.024404666666666665,-0.0007648810336821077,0,0,1,-0.07137129109863671,0.023946571749567293,0.02368657606336514,0.024914933199582566,25.136764760906093,22.28273506305922,-0.00010620731973524098,49.16996075211343,4.612546125461257,-1.9683541307158106,0.028929953723889422,0.02014290341896772,0.00360217080106931,4343.032708407656,65.43208462297143
2015-03-15,0.02392,0.02228,0.02316,465.99,10.38,0.02228,-0.08752244165170553,0.024385999999999998,-0.0068345225402554055,0,1,0,-0.03799654576856648,0.02369017609578771,0.02363141621774298,0.02486275630454133,26.272675662212507,21.39530065593921,-0.00020858266798711898,47.720773176504274,-12.037037037037063,-4.959678788707123,0.028960283510292378,0.020034002203993335,0.0034620157438500737,4332.652708407656,59.25303248244559
2015-03-16,0.02547,0.02033,0.02228,4331.34,88.06,0.02033,-0.09198229217904574,0.02421933333333333,-0.011010487489333531,0,1,0,-0.08752244165170553,0.023173225927204985,0.023501948915086394,0.024772998753956353,27.67071772261448,18.83110373731872,-0.00038940801849222636,44.58496294358305,-48.148148148148195,-18.524213019908032,0.02920326982724156,0.019486730172758444,0.003581871762146497,4244.592708407656,43.16409003742341
2015-03-17,0.02502,0.01846,0.02033,1291.86,23.85,0.01846,-0.0877573131094258,0.023952666666666664,-0.029279968827409575,0,1,0,-0.09198229217904574,0.022448114246096523,0.02330422542822026,0.024647988877640387,27.790178700454295,16.13821846171017,-0.0006039321941586548,41.75157010335753,-82.77777777777783,-47.654320987654394,0.02912077858613177,0.018297792842439656,0.003794595207707461,4220.742708407655,30.495121074873126
2015-03-18,0.023030000000000002,0.01656,0.01846,2726.57,45.92,0.01684,0.052256532066508266,0.023251333333333332,-0.024629411933365764,0,1,0,-0.0877573131094258,0.02158532743900475,0.023050726391819463,0.024493375236498992,28.00034764604737,13.98626519057718,-0.0008110015292208081,39.41469935819354,-117.96296296296308,-82.96296296296306,0.029278140751064104,0.016787573534650182,0.003985695550014072,4178.797237001164,27.3288555749634
2015-03-19,0.020919999999999998,0.01735,0.020380000000000002,0.0,0.0,0.01772,0.28498871331828446,0.022678666666666666,0.00020577341407479466,0,0,1,0.052256532066508266,0.020990661679157866,0.02284167829802262,0.02435924899419208,25.64763436838085,12.811077216670686,-0.0008411508018286578,41.33553127147955,-48.17813765182179,-82.97295946418758,0.02949846836122583,0.01585581735305989,0.003992431582155924,4178.797237001164,27.935676281094544
2015-03-20,0.02277,0.02277,0.017169999999999998,80.46,1.8319999999999999,0.02277,-0.19411506368028097,0.022683333333333333,-0.02609845701689928,0,1,0,0.28498871331828446,0.0212644060362105,0.022838867384374677,0.024327778717079362,23.034270845162077,15.238477606822306,-0.0004907927211675821,50.946839016210355,24.966261808367076,-47.05827960213929,0.02869927827129061,0.016017864585852255,0.0040679721834305,4178.797237001164,19.215061460234097
