time,close,high,low,open,volumefrom,volumeto,ret_holding,15SMA,SMA_ret_holding1,buy_signal,sell_signal,hold_signal,close_ret,12EMA,50EMA,100EMA,minusDI,plusDI,MACD,RSI,StoOsci,StoOsci_signal,BB_hband,BB_lband,ATR,ADI,MFI
2015-07-16,0.96,0.96,0.96,0.96,0.08071,0.07748,0.0,1.464,-0.024590163934426146,0,1,0,-0.36,1.4169230769121646,1.4774335124373588,1.462940178545939,99.99971959597991,0.00028040402011058973,-0.03446439566454781,0.0018433830333748347,0.0,0.0,1.739571098392936,1.183286044464208,0.03857214194335323,7.6376121999999995,0.0
2015-07-17,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.4280000000000002,-0.025210084033613467,0,1,0,0.0,1.3466272189256778,1.4571420021456976,1.452980967089584,99.99971959597991,0.00028040402011058973,-0.054178933090796175,0.0018433830333748347,0.0,0.0,1.8007784174579762,1.0449358682563108,0.03581698894739943,7.6376121999999995,0.0
2015-07-18,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.3920000000000001,-0.025862068965517127,0,1,0,0.0,1.2871461083217275,1.4376462373556702,1.4432189677412752,99.99971959597991,0.00028040402011058973,-0.06349352585391632,0.0018433830333748347,0.0,0.0,1.8274376898757911,0.9411337386956389,0.03325863259401376,7.6376121999999995,0.0
2015-07-19,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.3560000000000003,-0.026548672566371723,0,1,0,0.0,1.2368159378106927,1.41891501236133,1.433650275310755,99.99971959597993,0.00028040402011058973,-0.0656566338494785,0.0018433830333748347,0.0,0.0,1.833608553283122,0.8578200181454511,0.030883015980155634,7.6376121999999995,0.0
2015-07-20,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.3200000000000003,-0.027272727272727337,0,1,0,0.0,1.1942288704552015,1.4009183452099054,1.4242710619382648,99.99971959597993,0.00028040402011058973,-0.06307429129501052,0.0018433830333748347,0.0,0.0,1.8246328747928093,0.7896528394929068,0.028677086267287374,7.6376121999999995,0.0
2015-07-21,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.2840000000000003,-0.028037383177569986,0,1,0,0.0,1.15819365961594,1.3836274297114777,1.4150775755632496,99.99971959597993,0.00028040402011058973,-0.0575092038657833,0.0018433830333748347,0.0,0.0,1.8030328206212545,0.7341100365216042,0.026628722962481133,7.6376121999999995,0.0
2015-07-22,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.2480000000000004,-0.028846153846153855,0,1,0,0.0,1.127702327367334,1.3670145893306354,1.4060661384233832,99.99971959597993,0.00028040402011058973,-0.050235245704813025,0.0018433830333748347,0.0,0.0,1.7700000000000014,0.6900000000000005,0.02472667132230391,7.6376121999999995,0.0
2015-07-23,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.2120000000000004,-0.029702970297029507,0,1,0,0.0,1.101901969310821,1.3510532328862968,1.3972331455833162,99.99971959597993,0.00028040402011058973,-0.042157017095451055,0.0018433830333748347,0.0,0.0,1.725889963478398,0.6569671793787468,0.022960480513567916,7.6376121999999995,0.0
2015-07-24,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.1760000000000006,-0.030612244897959218,0,1,0,0.0,1.0800708971091562,1.335717811988795,1.3885750634925575,99.99971959597993,0.00028040402011058973,-0.033902077073239306,0.0018433830333748347,0.0,0.0,1.670347160507096,0.6353671252071917,0.021320446191170208,7.6376121999999995,0.0
2015-07-25,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.1400000000000006,-0.03157894736842104,0,1,0,0.0,1.0615984514000552,1.320983780146097,1.3800884285719128,99.99971959597993,0.00028040402011058973,-0.025891845666193153,0.0018433830333748347,0.0,0.0,1.6021799818545523,0.6263914467168785,0.019797557177515194,7.6376121999999995,0.0
2015-07-26,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.1040000000000005,-0.032608695652173725,0,1,0,0.0,1.0459679204154313,1.306827553473701,1.3717698458279146,99.99971959597993,0.00028040402011058973,-0.018395889691321055,0.0018433830333748347,0.0,0.0,1.518866261304365,0.6325623101242088,0.018383445950549825,7.6376121999999995,0.0
2015-07-27,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.0680000000000007,-0.0337078651685393,0,1,0,0.0,1.032742086505365,1.2932264729453207,1.3636159874946885,99.99971959597993,0.00028040402011058973,-0.011573294039135401,0.0018433830333748347,0.0,0.0,1.415064131743694,0.6592215825420229,0.017070342668367693,7.6376121999999995,0.0
2015-07-28,0.96,0.96,0.96,0.96,0.0,0.0,0.0,1.0320000000000007,-0.03488372093023251,0,1,0,0.0,1.0215509962737703,1.2801587681239355,1.3556235917027144,99.99971959597993,0.0002804040201105897,-0.00550402145179274,0.0018433830333748347,0.0,0.0,1.2767139555357987,0.7204289016070611,0.01585103247777,7.6376121999999995,0.0
2015-09-01,999.0,999.0,999.0,999.0,0.002304,2.301,-0.9988488488488488,67.496,0.00018766544190262913,0,0,1,1039.625,154.50479319688964,40.17775897008153,20.91962459399608,0.000906107065904532,99.99909389293408,63.69845307218033,99.99833827756025,100.0,100.0,586.3177707091542,-441.82062785201134,71.28975608833424,7.6376121999999995,100.0
2015-09-02,1.15,999.0,1.15,999.0,0.0001252,0.000144,0.0,67.50866666666666,0.00018763023019263692,0,0,1,-0.9988488488488488,130.91174808967585,38.64725861831363,20.528146879263485,52.169369538688045,47.83063046131195,36.45483410705748,48.15251611749294,0.01903731313374213,50.00951865656687,586.3238233240785,-441.79953760979276,137.47263065345322,7.6374682,99.99790919145538
2015-09-03,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.52133333333332,0.00018759503169363256,0,0,1,0.0,110.94840222972572,37.176777888183686,20.14442119848599,52.169369538688045,47.83063046131195,17.23995701906017,48.15251611749294,0.01903731313374213,33.34602487542249,586.3298743958437,-441.7784458244152,127.65315703534942,7.6374682,99.99790919145538
2015-09-04,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.53399999999998,0.00018755984639851064,0,0,1,0.0,94.05634034822945,35.76396306903923,19.768294046040722,52.169369538688045,47.83063046131195,4.025322055768072,48.15251611749294,0.01903731313374213,0.01903731313373669,586.3359239243823,-441.7573524958109,118.53507438996732,7.6374682,99.99790919145538
2015-09-05,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.54666666666665,0.0001875246742990555,0,0,1,0.0,79.76305721773261,34.406552752606316,19.399614956020113,52.169369538688045,47.83063046131194,-4.744918910045115,48.15251611749294,0.01903731313374213,0.01903731313373669,586.3419719096266,-441.7362576239124,110.06828336211251,7.6374682,99.99790919145538
2015-09-06,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.55933333333331,0.00018748951538882785,0,0,1,0.0,67.66874072269682,33.10237421328842,19.038236442039516,52.16936953868804,47.830630461311934,-10.258934666899993,48.15251611749294,0.01903731313374213,0.01903731313373669,586.3480183515088,-441.7151612086517,102.20626312196161,7.6374682,99.99790919145538
2015-09-07,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.57199999999997,0.00018745436965983409,0,0,1,0.0,57.435088303820386,31.849339930414367,18.684013938236752,52.16936953868804,47.830630461311934,-13.419575541616766,48.15251611749294,0.01903731313374213,0.01903731313373669,586.354063249961,-441.69406324996106,94.90581575610722,7.6374682,99.99790919145538
2015-09-08,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.58466666666664,0.00018741923710496877,0,0,1,0.0,48.77584394938648,30.645444246868706,18.336805741439985,52.16936953868804,47.830630461311934,-14.90889468813278,48.15251611749294,0.01903731313374213,0.01903731313373669,586.3601066049156,-441.67296374777277,88.12682891638528,7.6374682,99.99790919145538
2015-09-09,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.5973333333333,0.0001873841177166824,0,0,1,0.0,41.448791034096246,29.48876015875621,17.996472954480776,52.16936953868804,47.83063046131193,-15.238608796897891,48.15251611749294,0.01903731313374213,0.01903731313373669,586.3661484163046,-441.65186270201895,81.83205542235775,7.6374682,99.99790919145538
2015-09-10,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.60999999999996,0.00018734901148742544,0,0,1,0.0,35.24897702885067,28.37743623096185,17.662879430629673,52.16936953868804,47.83063046131193,-14.789488902973556,48.15251611749294,0.01903731313374213,0.01903731313373669,586.3721886840601,-441.6307601126316,75.98690860647505,7.6374682,99.99790919145538
2015-09-11,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.62266666666662,0.00018731391841009248,0,0,1,0.0,30.002980562873642,27.309693633669234,17.335891719132057,52.169369538688024,47.83063046131192,-13.84204631484452,48.15251611749293,0.01903731313374213,0.01903731313373669,586.3782274081145,-441.6096559795432,70.55927227744112,7.6374682,99.99790919145538
2015-09-12,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.63533333333329,0.00018727883847691196,0,0,1,0.0,25.5640604762777,26.28382329509397,17.01537901182251,52.169369538688024,47.83063046131191,-12.60038239863761,48.15251611749293,0.01903731313374213,0.01903731313373669,586.3842645883999,-441.5885503026857,65.5193242576239,7.6374682,99.99790919145538
2015-09-13,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.64799999999995,0.00018724377168077844,0,0,1,0.0,21.80805117223498,25.2981831658746,16.701213090796323,52.169369538688024,47.83063046131191,-11.21067750796393,48.15251611749293,0.01903731313374213,0.01903731313373669,586.3903002248481,-441.56744308199114,60.83937252493647,7.6374682,99.99790919145538
2015-09-14,1.15,1.15,1.15,1.15,0.0,0.0,0.0,67.66066666666661,0.00018720871801436445,0,0,1,0.0,18.6298894534296,24.351195590742265,16.393268277117187,52.16936953868804,47.83063046131192,-9.77548262754477,48.15251611749292,0.0,0.01269154208915598,586.3963343173916,-441.5463343173917,56.493703058869585,7.6374682,99.99790919145538
2016-01-15,1.02,1.02,1.009,1.009,19.15,19.33,0.0,1.1413333333332727,-0.00759345794392563,0,1,0,-0.11304347826086947,1.1300000208356291,1.31413944032419,2.44962682913645,95.36144681998759,4.638553180012387,-0.007308285740519961,19.30253117088553,-8.461538461538561,-8.461538461538577,1.2076745231903694,1.0737540482380916,0.0162841801474073,26.9674682,0.0
2016-01-16,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.132666666666606,-0.007651559741024494,0,1,0,0.0,1.1130769407070709,1.3026045603114766,2.4213173869753324,95.36144681998759,4.638553180012387,-0.012127610573280876,19.30253117088553,0.0,-4.230769230769289,1.2224096186519766,1.0404475242050557,0.015121024422592494,26.9674682,0.0
2016-01-17,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.1239999999999395,-0.007710557532621953,0,1,0,0.0,1.0987574113675214,1.291522028534556,2.393568527827306,95.36144681998758,4.638553180012387,-0.01443782107657747,19.30253117088553,0.0,-2.820512820512859,1.2288275916952522,1.0154581225903518,0.014040951249550173,26.9674682,0.0
2016-01-18,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.115333333333273,-0.0077704722056189945,0,1,0,0.0,1.086640886541749,1.2808741058469266,2.3663691510386466,95.36144681998758,4.638553180012387,-0.015021355561058802,19.30253117088553,0.0,0.0,1.2303131699515228,0.9954011157626526,0.01303802616029659,26.9674682,0.0
2016-01-19,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.1066666666666063,-0.007831325301205228,0,1,0,0.0,1.076388442458403,1.2706437487548903,2.3397083757705546,95.36144681998759,4.638553180012387,-0.014457816418467242,19.30253117088553,0.0,0.0,1.2281523584792982,0.9789904986634489,0.012106738577418261,26.9674682,0.0
2016-01-20,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.0979999999999397,-0.007893139040680452,0,1,0,0.0,1.0677132974648025,1.2608145821370516,2.3135755366463853,95.36144681998759,4.638553180012386,-0.013171903113861044,19.30253117088553,0.0,0.0,1.2229523454464637,0.9656190831248552,0.0112419715361741,26.9674682,0.0
2016-01-21,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.089333333333273,-0.007955936352509574,0,1,0,0.0,1.0603727901625253,1.251370873033638,2.287960179485071,95.36144681998758,4.638553180012386,-0.011470607947916964,19.30253117088553,0.0,0.0,1.2149999997439846,0.9550000002559056,0.010438973569304521,26.9674682,0.0
2016-01-22,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.0806666666666065,-0.008019740900679029,0,1,0,0.0,1.054161591675983,1.2422975054636913,2.2628520571190296,95.36144681998758,4.638553180012385,-0.009572000346647316,19.30253117088553,0.0,0.0,1.2043809168750055,0.9470476545534565,0.009693332600068483,26.9674682,0.0
2016-01-23,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.07199999999994,-0.008084577114428226,0,1,0,0.0,1.0489059621873702,1.233579956229821,2.2382411252948904,95.36144681998758,4.638553180012385,-0.007627432756244997,19.30253117088553,0.0,0.0,1.19100950133638,0.9418476415206534,0.009000951700063592,26.9674682,0.0
2016-01-24,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.0633333333332733,-0.008150470219436157,0,1,0,0.0,1.044458891081621,1.225204271671789,2.2141175386553877,95.36144681998758,4.638553180012386,-0.005738611319259141,19.30253117088553,0.0,0.0,1.1745988842371398,0.9396868300484648,0.008358026578630478,26.9674682,0.0
2016-01-25,1.02,1.02,1.02,1.02,0.0,0.0,0.0,1.0546666666666067,-0.008217446270543993,0,1,0,0.0,1.0406959847613717,1.2171570453317189,2.1904716468008254,95.36144681998758,4.638553180012386,-0.00397066617611045,19.30253117088553,0.0,0.0,1.154541877409395,0.941172408304781,0.007761024680156873,26.9674682,0.0
