time,high,low,open,volumefrom,volumeto,close,ret_holding,3_day_high,3_day_low,buy_signal,sell_signal,hold_signal,close_ret,12EMA,50EMA,100EMA,minusDI,plusDI,MACD,RSI,StoOsci,StoOsci_signal,BB_hband,BB_lband,ATR,ADI,MFI
2014-12-19,0.02872,0.0017510000000000002,0.02805,4.237,0.007418999999999999,0.0017510000000000002,2.5014277555682463,0.01238,0.001715,0,0,1,-0.672893704464786,0.006826533764376689,0.019704760758827797,0.02747372144431992,21.386783288758657,61.39272538642048,0.0002577043780659623,11.328125270202278,-272.33606557377067,-118.8352504988607,0.008726275738555106,0.0034154385471592548,0.00305644648943292,-0.006941999999999999,100.0
2014-12-20,0.0069370000000000005,1.321e-05,0.005723,0.0,0.0,0.006131,1.0192464524547384,0.01238,0.001715,0,0,1,2.5014277555682463,0.006719528569857198,0.019172456415344354,0.027051093296907643,21.97763789706398,51.62070006320833,0.0005183579782624403,31.548907985506986,-427.22313432835824,-248.64632710763132,0.008575695069167283,0.0034130192165470782,0.003332685311616283,-0.006941999999999999,100.0
2014-12-21,0.01238,0.001778,0.00182,14.87,0.1841,0.01238,-0.5173667205169628,0.01238,0.001715,0,1,0,1.0192464524547384,0.007590370328340706,0.01890608557552693,0.026760576597958975,17.361427665203948,51.56160913430152,0.0011093807444201506,49.309569848643214,-59.62059620596206,-253.05993203603032,0.010544942503439077,0.0022012003537038548,0.0038519220750722625,0.177158,100.0
2014-12-22,0.006527,0.005558,0.005811,0.0,0.0,0.005975,0.04803347280334713,0.008422,0.0015279999999999998,0,0,1,-0.5173667205169628,0.0073418518162882895,0.018398984180408227,0.026348981021761766,15.130567901446575,44.93619091464461,0.0010664128923973271,38.331463003710184,-2.71002710027101,-163.18458587819708,0.010468378990899217,0.0021401924376722855,0.004064070498281387,0.177158,100.0
2014-12-23,0.0073019999999999995,0.005786,0.005975,0.0,0.0,0.006261999999999999,-0.018205046311082662,0.008422,0.0015279999999999998,0,0,1,0.04803347280334713,0.007175720767628552,0.01792302401647065,0.025951219021330837,14.673483796258127,45.12304100478764,0.0010529616847152002,38.98695349492032,0.7226738934056052,-20.535983137609133,0.010422690238554945,0.002111452618587988,0.003882065462689859,0.177158,100.0
2014-12-24,0.006625,0.005197,0.006261999999999999,0.0,0.0,0.006148,0.02732595966167861,0.008422,0.0015279999999999998,0,0,1,-0.018205046311082662,0.007017609880301082,0.017461258368765917,0.025559076070413397,15.473543995827239,43.76447670717799,0.0010307252765445639,38.81048812394593,-8.145137006925621,-3.37749673793032,0.010385511463139985,0.0020824885368600898,0.0037067750724977264,0.177158,100.0
2014-12-25,0.006517,0.005946,0.006148,0.0,0.0,0.0063159999999999996,-0.0020582647245090957,0.0108,0.0015279999999999998,0,0,1,0.02732595966167861,0.0069096698987163,0.01702418941312804,0.025178025059118085,15.272957613878571,43.19714978821638,0.0010197954939626212,39.24690118719674,3.1315868714242674,-1.4302920806985604,0.0103474906694867,0.0020616521876562323,0.0034827911387478893,0.177158,100.0
2014-12-26,0.006758,0.0063030000000000004,0.0063159999999999996,0.0,0.0,0.0063030000000000004,-0.06600031730921796,0.01213,0.0015279999999999998,0,0,1,-0.0020582647245090957,0.006816336068144562,0.016603750612613218,0.0248042621866603,15.102768388198593,43.30601729739324,0.0010026501251523328,39.223588795343616,8.506473953628431,1.164307939375715,0.010333939623548727,0.0020522032335942055,0.0032665203431230397,0.177158,100.0
2014-12-27,0.006464,0.005834000000000001,0.006299,0.0,0.0,0.005887,-0.005265839986410725,0.01213,0.0015279999999999998,0,0,1,-0.06600031730921796,0.006673361288430014,0.01618348588270682,0.0244296629354393,16.085053096829693,42.58917137375226,0.0009545039749054365,38.43679080085996,1.4453477868112103,4.361136203954659,0.010309090479144295,0.0020220523779986375,0.003078197461471394,0.177158,100.0
2014-12-28,0.006147,0.005666,0.005887,0.0,0.0,0.005856,-0.704405737704918,0.01213,0.0015279999999999998,0,0,1,-0.005265839986410725,0.0065476133979023195,0.01577848643632616,0.02406186762978704,16.341297933603908,42.009978615437745,0.0009118453291273873,38.37501512248998,-1.0840108401084012,2.9559369667771023,0.010256540751435375,0.0019754592485647007,0.0028926833570805804,0.177158,100.0
