time,high,low,open,volumefrom,volumeto,close,ret_holding,3_day_high,3_day_low,buy_signal,sell_signal,hold_signal,close_ret,12EMA,50EMA,100EMA,minusDI,plusDI,MACD,RSI,StoOsci,StoOsci_signal,BB_hband,BB_lband,ATR,ADI,MFI
2014-11-19,0.030510000000000002,0.0267,0.01896,82684.55,2522.71,0.030510000000000002,-0.18026876433956085,0.030510000000000002,0.02501,0,1,0,0.6091772151898736,0.020726971294555585,0.01952092418869502,0.02318371765215972,16.99998691129906,82.99999854836136,0.0008539278861177025,81.38462231277201,71.60953800298063,56.62080072003337,0.026265668314356967,0.013158617399928688,0.0013599419226131965,2502.5203076969697,100.0
2014-11-20,0.02858,0.02501,0.030510000000000002,491891.24,12302.2,0.02501,0.12514994002399038,0.030310000000000004,0.02501,1,0,0,-0.18026876433956085,0.02138589878770088,0.019736182063648154,0.023219881659047648,20.42267446588612,62.30522567988582,0.0008806318723006342,62.07355667298986,59.01639344262295,58.151906226548725,0.02720162649966162,0.013312659214624035,0.001655660356712254,-9799.67969230303,18.62344159050886
2014-11-21,0.02814,0.02462,0.02501,594660.72,16733.75,0.02814,0.0007107320540158391,0.030310000000000004,0.0259,0,0,1,0.12514994002399038,0.022424991281900744,0.020065743551348224,0.0233173097450071,19.037369348980707,53.06723401354706,0.0010450642792098756,66.88867321115852,55.81395348837208,62.14662831132522,0.028832451238977014,0.013260405903880073,0.0017888274740899498,6934.070307696969,61.961020466845376
2014-11-22,0.02816,0.024640000000000002,0.02814,15764.73,443.93,0.02816,0.039417613636363535,0.030310000000000004,0.02553,0,0,1,0.0007107320540158391,0.023307300315454478,0.02038316537286398,0.02341320460154161,16.386817676288203,45.75784960962223,0.001086347526145592,66.91757550797554,52.699435938759066,55.84326095658471,0.03009802846103482,0.013563400110393696,0.001912482654512096,7378.00030769697,62.49134294799222
2014-11-23,0.029269999999999997,0.02561,0.02816,66691.82,1952.07,0.029269999999999997,0.03553126067646084,0.030310000000000004,0.02553,0,0,1,0.039417613636363535,0.024224638728461482,0.020731668691575198,0.023529180748045737,14.151857588798917,43.65339029212532,0.0011153643771875427,68.55795461795373,59.96732026143791,56.16023656285636,0.031439804055630474,0.01381733880151233,0.002037305322046946,9330.07030769697,64.73822299675498
2014-11-24,0.030310000000000004,0.02652,0.029269999999999997,133631.16,4050.36,0.030310000000000004,-0.006598482349059798,0.030310000000000004,0.02497,0,1,0,0.03553126067646084,0.025160848154852027,0.021107289527199702,0.023663454396599285,12.262550159144176,41.48894776919871,0.0011281624001453108,70.05608800148447,67.4019607843137,60.022905661503565,0.032776009278671164,0.014188276435614506,0.002162497799043593,13380.43030769697,68.75920495215456
2014-11-25,0.03388,0.02635,0.030310000000000004,1825908.68,54978.11,0.03011,-0.029226170707406185,0.03011,0.02437,0,1,0,-0.006598482349059798,0.025922256131028637,0.021460336996721282,0.023791108764983457,9.510595762497598,42.817827346807,0.001048418668912018,69.37154240370998,64.6559048428207,64.00839529619078,0.03372488761171485,0.01493082667399939,0.002545890813397622,13307.418209423426,88.00586836656188
2014-11-26,0.029230000000000003,0.02557,0.03011,132906.0,3884.84,0.029230000000000003,0.009579199452617093,0.0301,0.021230000000000002,0,0,1,-0.029226170707406185,0.02643113980317808,0.021765029663516525,0.023898809581518438,10.497131588093662,37.310499430073996,0.0008690662875292408,66.3016834966777,58.0288870008496,63.36225087599468,0.03445701200856038,0.015288702277153855,0.0026883271838692205,17192.258209423424,84.58100065783532
2014-11-27,0.02951,0.02582,0.029230000000000003,642574.28,18962.37,0.02951,-0.1043713995255845,0.0301,0.021230000000000002,0,0,1,0.009579199452617093,0.026904810602689143,0.022068753990437444,0.02400992226307253,9.422540140593838,34.26781468548255,0.0007087307943360174,66.80503266222512,60.152931180968544,60.945907674879635,0.03510866890750548,0.015789902521065886,0.0027598752421642767,36154.62820942342,87.06228015438407
2014-11-28,0.03021,0.026430000000000002,0.02951,42142.95,1113.84,0.026430000000000002,0.13885735906167218,0.0301,0.02121,0,0,1,-0.1043713995255845,0.026831762817660046,0.02223978324571441,0.024057844594496836,8.455257145202593,32.65105040065301,0.0003526770784675467,56.76138438254423,65.3355989804588,61.17247238742567,0.035067718367568446,0.016773710203860072,0.0028327412962954,35040.78820942342,86.26387705440447
