time,close,high,low,open,volumefrom,volumeto,buy_signal,sell_signal,hold_signal,12EMA,50EMA,minusDI,plusDI,MACD,MACDsignal,RSI,StoOsci,StoOsci_signal,BB_hband,BB_lband,ATR,ADI,MFI
4/28/2013,134.44,136.68,127.5,128.0,27523.74,3665399.85,0,1,0,129.96121410829778,103.71308871613564,19.140973453602367,22.915039898570168,8.716096648088737,8.61507765777699,54.44523182265042,61.69296987087519,56.50884744141564,167.37513566744494,73.09057861826935,27.143081833011184,157999887.35857636,58.057875251910815
4/29/2013,144.0,149.08,133.0,134.44,70206.17,9987126.11,0,1,0,132.1210273224058,105.29296759001268,18.16620776064417,25.67517663314512,9.190363007397423,8.730134727701078,57.068486930580654,69.58393113342899,62.0325203252033,168.18993137561876,81.07721148152407,26.352861702081814,161676739.75728282,63.39386035139713
4/30/2013,139.23,146.93,134.0,144.0,65232.2,9124397.28,0,1,0,133.21471542665105,106.6238316060906,17.389385792407086,24.577256719986128,9.076692912754396,8.799446364711741,55.35565844341469,63.5510645976182,64.94265520064083,160.52999271947414,98.86143585195441,25.394085866218827,159933718.77649394,66.12696534541978
5/1/2013,116.38,140.06,104.0,139.23,180008.97,21790982.26,0,0,1,130.62475920716628,107.00642644506745,24.964992293600687,21.74788500076083,7.061405027632333,8.451838097295859,47.93381153332097,-21.844660194174764,37.09677851229085,155.99917836619048,106.72225020523811,26.155936875774625,153105152.51088107,57.46116513642084
5/2/2013,106.25,126.9,91.11,116.38,234170.94,24937319.55,1,0,0,126.8747962522176,106.97676266290794,26.189757919416408,19.337524429043796,4.593912752649146,7.680253028366517,45.05008851582196,-131.0989010989012,-29.79749889848588,156.54713259620584,105.78001026093702,26.84408424179072,149265961.9347285,49.90451962196318
5/3/2013,98.1,109.0,79.0,106.25,246474.87,22502892.23,1,0,0,122.4479045211072,106.62865432318607,27.49433658413418,17.55805880304952,1.9581975770623359,6.535841938105681,42.81819836101676,-66.37168141592922,-73.10508090300168,159.74496483943017,99.6707494462841,27.069506795948524,155416752.47759515,39.72723897408408
5/4/2013,112.9,116.3,92.0,98.1,132623.49,14147864.14,1,0,0,120.97899613324455,106.87458944776701,25.426796426628705,18.496772015501033,1.0514897035733668,5.438971491199218,47.86901803477595,-37.61061946902656,-78.36040066128561,159.97489602297387,97.48081826274043,26.871684881952202,165605543.52492025,40.4868208427348
5/5/2013,115.98,118.85,107.0,112.9,84205.37,9557650.72,1,0,0,120.20991980505308,107.23166437138399,24.44873151759435,18.61302428372134,0.5748212590612383,4.466141444771623,48.88097095847529,-4.4247787610619485,-36.135693215339195,160.06777155386536,96.92794273184896,25.798707390384184,170533581.15354475,44.78246789583636
5/6/2013,112.25,124.9,106.01,115.98,150072.15,17607427.79,1,0,0,118.98531675812184,107.428461847016,22.915831529475447,19.45409418767131,-0.10273745112985466,3.5523656655913274,47.67402175380014,-6.615044247787601,-16.216814159291996,160.08156076993427,94.7498678014943,25.305228291071025,164558800.2041588,46.83316521532086
5/7/2013,109.6,114.0,97.52,112.25,139667.14,14904474.35,1,0,0,117.54142187225693,107.51362020595654,24.526415712641338,18.358598139506103,-0.8438135066798225,2.6731298311370977,46.790077935646906,-25.39823008849559,-12.146017699115006,157.5623498979794,92.42907867344914,24.67485484170881,171504574.65852773,40.37087079569535
5/8/2013,113.2,116.78,109.5,109.6,61721.62,6996024.29,1,0,0,116.87351081498664,107.73661549199747,23.878425827646744,18.882461183282626,-1.12763305439924,1.9129772540298302,48.195326416334865,1.4285714285714286,-10.194900969237214,150.74379979377403,93.39048592051165,23.432365210158178,171619893.74023104,29.547043982849274
5/9/2013,112.8,113.72,108.8,113.2,26948.0,3010117.06,1,0,0,116.24681684345023,107.93517959035051,23.694034321197456,18.521685765973203,-1.3690571096848458,1.2565703812868951,48.04350349433965,-0.5714285714285795,-8.180362410450874,146.82732418106377,93.1769615332219,22.110053409432595,173504275.96478388,34.34132880591794
5/10/2013,117.7,122.5,111.54,112.8,77483.16,9145408.54,1,0,0,116.47038348291943,108.31811372406226,22.642700648810763,21.25441293789469,-1.151722029242677,0.7749118991809808,50.11655288239848,7.257142857142875,2.7047619047619484,143.7703079456716,93.49112062575693,21.31362102304455,174639107.68142623,41.7707406574594
5/11/2013,115.64,118.74,113.0,117.7,28038.97,3240171.69,1,0,0,116.3426321778549,108.60524651919707,22.082882188096868,20.7289185227709,-1.1326507037766902,0.3933993785894466,49.2272872304928,11.428571428571429,6.0380952380952815,142.37215313403698,93.12356115167728,20.201219521398514,174379442.35435307,43.16275173745529
5/12/2013,114.82,117.47,112.4,115.64,20600.89,2361969.0,1,0,0,116.10838107356953,108.84896234197365,21.844407916465553,20.2465763729778,-1.1702141872004574,0.08067666543146582,48.85566934378305,9.714285714285731,9.46666666666672,139.1793279019285,93.51352924092858,19.120418127012904,174272291.88689744,41.11262920948052
5/13/2013,117.98,118.88,114.5,114.82,26176.7,3063381.8,1,0,0,116.39632244686652,109.20704225013155,21.37564577855845,20.50291014941318,-0.9342287205131043,-0.12230441175744823,50.40930373105561,18.193847171683764,13.112234771513682,131.51122793307476,97.46448635263948,18.067531117940554,176076749.65950018,37.67580917754065
5/14/2013,111.4,119.8,109.42,117.98,87774.8,10082102.7,1,0,0,115.6276574550409,109.29304059326365,22.824506931042258,19.425229203732705,-1.2635936258661644,-0.3505622545791915,47.19441859668737,4.677060133630307,10.861731006533306,122.58991292614327,102.4100870738567,17.51842175237337,169840998.27857533,37.95420975955298
5/15/2013,114.22,116.44,103.02,111.4,117967.89,13006447.75,1,0,0,115.41109476964999,109.48625468764548,24.54066474874391,18.084546399421843,-1.2822858608195133,-0.5369069758272559,48.7043026489,-66.59242761692653,-14.57384010387078,122.2580866824023,102.43334188902624,17.225677341489558,178544269.57477504,40.59259436324403
5/16/2013,118.21,118.97,112.1,114.22,45232.06,5222066.01,1,0,0,115.84169557431922,109.82836234695351,23.629883158495268,18.78013000872476,-0.9640272316710679,-0.6223310269960183,50.84587244080715,33.659066232356096,-9.418767083646669,122.92342973000247,103.47657026999748,16.485986102811733,182610943.97848684,50.44956205734609
5/17/2013,123.5,125.56,116.57,118.21,79123.93,9608029.6,0,0,1,117.01989625519319,110.36450500001416,22.440941588602897,21.523491187643504,-0.2816989355385573,-0.5542046087045261,53.61111172655679,29.141104294478467,-1.2640856966972818,121.83662177957642,108.19194964899499,15.950558524039467,187815738.65612864,62.50883203137149
