time,close,high,low,open,volumefrom,volumeto
3/24/2013,71.5,72.5,62.7,64.35,42023.26,2896432.3
3/25/2013,73.6,78,69.52,71.5,79743.02,5921197.54
3/26/2013,78.5,79.72,73.11,73.6,56667.38,4377374.22
3/27/2013,88.92,89.5,78.4,78.5,72226.75,6129700.26
3/28/2013,86.18,95.7,75,88.92,140263.09,12261153.08
3/29/2013,90.5,93.06,83.01,86.18,83174.56,7384104.11
3/30/2013,92.19,94.98,87,90.5,37284.61,3420002.53
3/31/2013,93.03,93.8,91,92.19,21129.5,1959050.82
4/1/2013,104,106,92.24,93.03,90563.17,9060022.27
4/2/2013,117.98,118.36,99,104,81284.67,8747147.45
4/3/2013,135,147,110,117.98,152713.73,19533010.63
4/4/2013,132.12,142.12,116.39,135,88362.53,11624021.55
4/5/2013,142.32,144.94,130.24,132.12,68588.73,9549088.76
4/6/2013,142.63,143.9,139.54,142.32,18288.47,2599937.17
4/7/2013,162.3,164.9,142.63,142.63,60954.72,9402722.44
4/8/2013,187.5,194.9,162.6,162.3,114250.73,20732894.67
4/9/2013,230,240.11,186.5,187.5,105842.25,22723191.96
4/10/2013,165,266,105,230,190174.72,35118119.94
4/11/2013,124.9,188.7,110.2,165,118747.72,18867223.23
4/12/2013,117,140,54.25,124.9,556468.03,47619189.45
4/13/2013,93,130,85.5,117,238347.58,26277415.26
4/14/2013,90,110,84.44,93,166274.96,16197017.56
4/15/2013,82.39,102,71.51,90,236673.01,20607774.11
4/16/2013,68.36,84.5,50.01,82.39,572349.32,37401572.39
4/17/2013,93.07,98.78,63.3,68.36,327630.05,27937764.27
4/18/2013,109.01,113,86,93.07,172976.43,16845410.83
4/19/2013,118.48,136.43,105.54,109.01,257166.23,30713924.42
4/20/2013,126.62,132,115,118.48,74363.62,9222871.37
4/21/2013,119.2,130.5,110,126.62,99132.19,12044404.11
4/22/2013,127.4,127.4,118.5,119.2,59153.12,7289977.32
4/23/2013,143.48,144.02,124.97,127.4,116144.9,15637961.69
4/24/2013,154.2,166.43,140.97,143.48,225896.5,34351545.24
4/25/2013,141.71,162,120.09,154.2,187652.82,26847891.93
4/26/2013,136.9,144.99,121.45,141.71,129008.48,17061324.92
4/27/2013,128,139.88,122.71,136.9,59881.87,7855443.65
4/28/2013,134.44,136.68,127.5,128,27523.74,3665399.85
4/29/2013,144,149.08,133,134.44,70206.17,9987126.11
4/30/2013,139.23,146.93,134,144,65232.2,9124397.28
5/1/2013,116.38,140.06,104,139.23,180008.97,21790982.26
5/2/2013,106.25,126.9,91.11,116.38,234170.94,24937319.55
5/3/2013,98.1,109,79,106.25,246474.87,22502892.23
5/4/2013,112.9,116.3,92,98.1,132623.49,14147864.14
5/5/2013,115.98,118.85,107,112.9,84205.37,9557650.72
5/6/2013,112.25,124.9,106.01,115.98,150072.15,17607427.79
5/7/2013,109.6,114,97.52,112.25,139667.14,14904474.35
5/8/2013,113.2,116.78,109.5,109.6,61721.62,6996024.29
5/9/2013,112.8,113.72,108.8,113.2,26948,3010117.06
5/10/2013,117.7,122.5,111.54,112.8,77483.16,9145408.54
5/11/2013,115.64,118.74,113,117.7,28038.97,3240171.69
5/12/2013,114.82,117.47,112.4,115.64,20600.89,2361969
5/13/2013,117.98,118.88,114.5,114.82,26176.7,3063381.8
5/14/2013,111.4,119.8,109.42,117.98,87774.8,10082102.7
5/15/2013,114.22,116.44,103.02,111.4,117967.89,13006447.75
5/16/2013,118.21,118.97,112.1,114.22,45232.06,5222066.01
5/17/2013,123.5,125.56,116.57,118.21,79123.93,9608029.6
5/18/2013,123.21,125.31,122.25,123.5,22652.03,2804847.39
5/19/2013,122.5,124.5,119.5,123.21,20571.91,2507881.36
5/20/2013,122.02,123.69,120.1,122.5,17316.21,2118341.03
5/21/2013,122.89,123.08,121.1,122.02,13386.53,1637410.81
5/22/2013,123.8,124.5,122,122.89,18308.47,2252949.61
5/23/2013,126.3,126.93,123,123.8,22118.25,2772751.89
5/24/2013,133.1,133.98,125.36,126.3,48773.65,6333389.8
5/25/2013,131.99,133.5,128.2,133.1,16837.33,2203681.1
5/26/2013,133.5,136,130.61,131.99,23359.36,3130389.06
5/27/2013,129.77,135.47,124,133.5,46825.54,6056707
5/28/2013,129,130.63,125.4,129.77,22803.35,2918762.17
5/29/2013,132.25,132.72,127.6,129,19247.65,2509796.39
5/30/2013,128.8,132.4,126.5,132.25,24699.41,3195601.21
5/31/2013,128.82,130,126.33,128.8,16576.17,2124938.29
6/1/2013,129.3,129.79,127.1,128.82,6357.5,816323.15
6/2/2013,122.5,130.1,115,129.3,101134.67,12335011.09
6/3/2013,120.74,122.78,115.11,122.5,28898.42,3439235.99
6/4/2013,121.4,123.99,118.79,120.74,21946.81,2657125.26
6/5/2013,121.9,123.5,119.5,121.4,16638.89,2021380.33
6/6/2013,118.97,123.3,117,121.9,22103.7,2646311.9
6/7/2013,111,119.13,106.15,118.97,65767.53,7372031.58
6/8/2013,107.89,113.19,107,111,17218.19,1874098.59
6/9/2013,100.44,108.99,88,107.89,149431.84,14647793.51
6/10/2013,106.35,110.63,95,100.44,64320.02,6786321.13
6/11/2013,109,109.6,103.23,106.35,16131.56,1727992.79
6/12/2013,108.78,112.25,106,109,17700.09,1934487.77
6/13/2013,103.95,110.3,100.3,108.78,30435.38,3204375.98
6/14/2013,100,104.7,97.1,103.95,36054,3629511.97
6/15/2013,99.8,103.7,97.5,100,22532.25,2264105.8
6/16/2013,99.9,101.75,98.9,99.8,8654.91,865174.26
6/17/2013,101.95,102.4,98.9,99.9,15193.63,1534858.36
6/18/2013,107.35,113.3,101.03,101.95,60613.87,6510457.59
6/19/2013,108.25,110.99,104.66,107.35,17565.11,1895919.66
6/20/2013,111.29,114.48,107.12,108.25,43085.13,4795256
6/21/2013,109.5,115.01,107.56,111.29,38076.76,4241011.23
6/22/2013,108.2,109.96,107.51,109.5,7280.73,791157.38
6/23/2013,107.9,109,106.2,108.2,11050.88,1188748.75
6/24/2013,102.09,108.33,100.76,107.9,28898.22,2986235.69
6/25/2013,103.33,109.98,100,102.09,93706.29,9760027.88
6/26/2013,104,105.49,101.83,103.33,13233.01,1378467.48
6/27/2013,101.74,104,100.06,104,14731.87,1505488.31
6/28/2013,94.66,101.79,92.25,101.74,47764.54,4625623.21
6/29/2013,95,100.44,93,94.66,25535.68,2469705.23
6/30/2013,97.51,98.12,93.85,95,8579.18,831721
7/1/2013,88.05,98.18,86.01,97.51,53165.63,4854051.15
7/2/2013,90.41,92.57,87.51,88.05,27765.17,2501192.46
7/3/2013,78.89,91.2,76,90.41,73616.73,6126930.46
7/4/2013,80.04,84.27,72,78.89,63550.1,4976159.48
7/5/2013,68.5,80.6,65.42,80.04,91060.44,6478104.22
7/6/2013,69.66,75,66.81,68.5,41036.7,2885730.42
7/7/2013,76.5,77,66.6,69.66,42951.81,3040545.31
7/8/2013,76,80,72.46,76.5,58990.18,4542089.51
7/9/2013,76.7,78.3,72.51,76,32524.27,2462927.54
7/10/2013,88,89.84,75.53,76.7,60070.83,4950378.77
7/11/2013,88.98,90.7,85,88,35570.13,3115116.32
7/12/2013,93.99,104.17,88,88.98,101549.87,9793701.36
7/13/2013,98.32,98.32,87.76,93.99,34457.61,3206472.43
7/14/2013,94.42,99,92.86,98.32,12339.49,1183919.46
7/15/2013,98.89,101.94,93.11,94.42,34507.37,3407701.6
7/16/2013,97.1,100.73,96,98.89,16532.69,1626929.42
7/17/2013,98.5,100,96.18,97.1,17268.85,1702482.31
7/18/2013,90.07,98.8,86.2,98.5,59500.75,5415947.78
7/19/2013,92,95.2,87.6,90.07,27684.24,2547076.46
7/20/2013,89.82,93.1,89.27,92,9426.7,865043.98
7/21/2013,92,92,88,89.82,8770.74,785274.73
7/22/2013,91.6,92,89.8,92,9102.87,839143.47
7/23/2013,95.56,97.13,91.6,91.6,24609.46,2333940.6
7/24/2013,95.09,95.99,92.3,95.56,14600.16,1382398.98
7/25/2013,96.95,97.48,93.57,95.09,22512.12,2171816.31
7/26/2013,96.02,97.48,96,96.95,11152.71,1079418.72
7/27/2013,94.4,97,93,96.02,15119.42,1430771.56
7/28/2013,98.78,100.58,94,94.4,42224.62,4160191.75
7/29/2013,101.48,102.85,98.45,98.78,24743.23,2499727.28
7/30/2013,107.96,107.99,100.47,101.48,27849.28,2893318.45
7/31/2013,106.21,111.65,103.55,107.96,45496.21,4916334.31
8/1/2013,104,108,103,106.21,15021.7,1580804.09
8/2/2013,104.5,108,101.21,104,27503.63,2893759.53
8/3/2013,104.95,105.89,102,104.5,8902.32,923169.73
8/4/2013,105.12,106,103.5,104.95,6376.74,670427.87
8/5/2013,106.72,107.77,105,105.12,15437.85,1647464.84
8/6/2013,106.56,107.5,105.11,106.72,13408.18,1424757.18
8/7/2013,105.99,106.96,105.22,106.56,7720.17,819975.71
8/8/2013,103.05,106.65,100.96,105.99,24015.47,2481342.52
8/9/2013,102.8,105.79,101.94,103.05,12034.99,1238426.09
8/10/2013,103,103.9,102.38,102.8,3995,411941.84
8/11/2013,105,105.19,102.7,103,8173.61,853962.41
8/12/2013,106.81,108.12,103.5,105,20081.88,2131117.5
8/13/2013,109.6,109.64,104.5,106.81,18749.89,2014623.79
8/14/2013,112.56,115,108,109.6,50568.55,5689765.67
8/15/2013,109.99,113.32,108.78,112.56,15858.85,1759713.2
8/16/2013,108.99,112.3,108.21,109.99,13542.07,1484874.96
8/17/2013,112.75,114,108.23,108.99,12780.32,1430522.61
8/18/2013,113.38,114.69,112,112.75,9621.73,1093513.42
8/19/2013,118.5,123.75,111.77,113.38,53066.14,6273089.32
8/20/2013,121.2,123.01,116.82,118.5,24288.46,2926824.42
