time,high,low,open,volumefrom,volumeto,close
2014-02-01,0.001129,0.0009404,0.0009387999999999999,0.0,0.0,0.001129
2014-02-02,0.002641,0.001144,0.001129,0.0,0.0,0.001716
2014-02-03,0.04565,0.0016769999999999999,0.001716,0.0,0.0,0.04565
2014-02-04,0.04541,0.00139,0.04565,0.0,0.0,0.00139
2014-02-05,0.022609999999999998,0.0013570000000000001,0.00139,0.0,0.0,0.022609999999999998
2014-02-06,0.02072,0.001144,0.022609999999999998,0.0,0.0,0.001144
2014-02-07,0.01169,0.0009599999999999999,0.001144,0.0,0.0,0.0009948000000000001
2014-02-08,0.01077,0.0009277999999999999,0.0009948000000000001,0.0,0.0,0.01077
2014-02-09,0.01115,0.0009432,0.01077,0.0,0.0,0.0009432
2014-02-10,0.009845999999999999,5.826e-05,0.0009432,0.0,0.0,0.001119
2014-02-11,0.001332,0.001112,0.001119,0.0,0.0,0.001274
2014-02-12,0.0021190000000000002,0.001168,0.001274,0.0,0.0,0.0013599999999999999
2014-02-13,0.001214,0.0007358,0.0013599999999999999,0.0,0.0,0.001196
2014-02-14,0.0011330000000000001,0.001026,0.001196,0.0,0.0,0.001026
2014-02-15,0.007421,0.0007978,0.001026,0.0,0.0,0.007421
2014-02-16,0.0059960000000000005,0.0006626000000000001,0.007421,0.0,0.0,0.0006626000000000001
2014-02-17,0.00599,0.00043559999999999996,0.0006626000000000001,0.0,0.0,0.0006507
2014-02-18,0.0007025,7.937e-05,0.0006507,0.0,0.0,0.0006437999999999999
2014-02-19,0.0005857999999999999,0.0001151,0.0006437999999999999,0.0,0.0,0.0001151
2014-02-20,0.00225,4.924e-05,0.0001151,0.0,0.0,0.00023500000000000002
2014-02-21,0.0002454,7.809e-05,0.00023500000000000002,0.0,0.0,0.0002164
2014-02-22,0.0005623,0.0004958,0.0002164,0.0,0.0,0.0005623
2014-02-23,0.0007754,0.0005986,0.0005623,0.0,0.0,0.0007134
2014-02-24,0.00040019999999999997,0.0003741,0.0007134,0.0,0.0,0.0003932
2014-02-25,0.0003069,2.851e-05,0.0003932,0.0,0.0,0.000296
2014-02-26,0.0012929999999999999,0.0002017,0.000296,0.0,0.0,0.00118
2014-02-27,0.001282,0.0006502000000000001,0.00118,0.0,0.0,0.001282
2014-02-28,0.001309,0.001102,0.001282,0.0,0.0,0.001108
2014-03-01,0.0010869999999999999,0.0008417,0.001108,0.0,0.0,0.0008417
2014-03-02,0.001013,0.0006154,0.0008417,0.0,0.0,0.0006154
2014-03-03,0.001218,0.0007482999999999999,0.0006154,0.0,0.0,0.0009933
2014-03-04,0.001218,0.0009927999999999998,0.0009933,0.0,0.0,0.0009994
2014-03-05,0.001198,0.0009874,0.0009994,0.0,0.0,0.001106
2014-03-06,0.0010890000000000001,0.001083,0.001106,0.0,0.0,0.001083
2014-03-07,0.001042,0.001024,0.001083,0.0,0.0,0.001042
2014-03-08,0.00103,0.0008529,0.001042,0.0,0.0,0.0008529
2014-03-09,0.0008841000000000001,0.0008214,0.0008529,0.0,0.0,0.000834
2014-03-10,0.001005,0.0008029999999999999,0.000834,0.0,0.0,0.0008029999999999999
2014-03-11,0.0008704,0.0006756,0.0008029999999999999,0.0,0.0,0.0008522
2014-03-12,0.0008857999999999998,0.0006876,0.0008522,0.0,0.0,0.0006938
2014-03-13,0.0009876,0.0007,0.0006938,0.0,0.0,0.0008437999999999999
2014-03-14,0.0009149,0.000786,0.0008437999999999999,0.0,0.0,0.000786
2014-03-15,0.0009298,0.000624,0.000786,0.0,0.0,0.000624
2014-03-16,0.0008544000000000001,0.0006191,0.000624,0.0,0.0,0.0008357999999999998
2014-03-17,0.0008368000000000001,0.0007155,0.0008357999999999998,0.0,0.0,0.0007155
2014-03-18,0.0008205,0.0007067,0.0007155,0.0,0.0,0.0007786000000000001
2014-03-19,0.0007734,0.0007258999999999999,0.0007786000000000001,0.0,0.0,0.0007318
2014-03-20,0.0007358,0.0006962000000000001,0.0007318,0.0,0.0,0.0007131
2014-03-21,0.0007035,0.0006705,0.0007131,0.0,0.0,0.0006705
2014-03-22,0.0007111000000000001,0.0006659,0.0006705,0.0,0.0,0.0007111000000000001
2014-03-23,0.0006945,0.0006559000000000001,0.0007111000000000001,0.0,0.0,0.0006945
2014-03-24,0.0007208,6.243e-05,0.0006945,0.0,0.0,0.0007208
2014-03-25,0.0007205,0.0005066,0.0007208,0.0,0.0,0.0006697999999999999
2014-03-26,0.0006693,0.00054,0.0006697999999999999,0.0,0.0,0.0006018
2014-03-27,0.0005525,0.0004144,0.0006018,0.0,0.0,0.0004144
2014-03-28,0.000584,0.0004343,0.0004144,0.0,0.0,0.0005019
2014-03-29,0.0006155,0.0004962,0.0005019,0.0,0.0,0.0005582000000000001
2014-03-30,0.0005721,0.0005006,0.0005582000000000001,0.0,0.0,0.0005006
2014-03-31,0.0005114,0.0004980000000000001,0.0005006,0.0,0.0,0.0004980000000000001
2014-04-01,0.0005468999999999999,0.0004913000000000001,0.0004980000000000001,0.0,0.0,0.0005468999999999999
2014-04-02,0.000505,0.00044560000000000004,0.0005468999999999999,0.0,0.0,0.00044560000000000004
2014-04-03,0.0004581,0.00042320000000000004,0.00044560000000000004,0.0,0.0,0.0004276
2014-04-04,0.0005199,0.00043550000000000007,0.0004276,0.0,0.0,0.0004532
2014-04-05,0.0004977,0.00046580000000000005,0.0004532,0.0,0.0,0.0004977
2014-04-06,0.0004967,0.0004602,0.0004977,0.0,0.0,0.0004602
2014-04-07,0.0005086,0.00046699999999999997,0.0004602,0.0,0.0,0.0004763
2014-04-08,0.0005132,0.0004572,0.0004763,0.0,0.0,0.0004946000000000001
2014-04-09,0.0004939,0.00045730000000000006,0.0004946000000000001,0.0,0.0,0.00045730000000000006
2014-04-10,0.0004,3.846e-05,0.00045730000000000006,0.0,0.0,0.0002692
2014-04-11,0.00047000000000000004,0.00030460000000000003,0.0002692,0.0,0.0,0.00047000000000000004
2014-04-12,0.00047270000000000005,5.252e-05,0.00047000000000000004,0.0,0.0,0.0004158
2014-04-13,0.00042330000000000004,4.276e-05,0.0004158,0.0,0.0,0.00039769999999999996
2014-04-14,0.0004927,0.00040659999999999996,0.00039769999999999996,0.0,0.0,0.00044489999999999997
2014-04-15,0.0006317,0.0004896,0.00044489999999999997,0.0,0.0,0.0006317
2014-04-16,0.0007786000000000001,0.0006443,0.0006317,0.0,0.0,0.0007249
2014-04-17,0.001029,0.0006074,0.0007249,0.0,0.0,0.0006928
2014-04-18,0.00067,0.0006069,0.0006928,0.0,0.0,0.0006069
2014-04-19,0.0006932,0.0006072,0.0006069,0.0,0.0,0.0006527999999999999
2014-04-20,0.000678,0.0006182000000000001,0.0006527999999999999,0.0,0.0,0.0006231
2014-04-21,0.0006337999999999999,0.0005991000000000001,0.0006231,0.0,0.0,0.0005991000000000001
2014-04-22,0.0006245000000000001,0.0005855000000000001,0.0005991000000000001,0.0,0.0,0.0005855000000000001
2014-04-23,0.0005848,0.0005652999999999999,0.0005855000000000001,0.0,0.0,0.0005701
2014-04-24,0.0006104,0.0005303,0.0005701,0.0,0.0,0.0005752999999999999
2014-04-25,0.0005527,0.00046909999999999996,0.0005752999999999999,0.0,0.0,0.0004923999999999999
2014-04-26,0.0005127999999999999,0.00046239999999999996,0.0004923999999999999,0.0,0.0,0.00046699999999999997
2014-04-27,0.00046980000000000004,0.00044319999999999993,0.00046699999999999997,0.0,0.0,0.000452
2014-04-28,0.0005258999999999999,0.0004508,0.000452,0.0,0.0,0.00048610000000000005
2014-04-29,0.0005263999999999999,0.0004417,0.00048610000000000005,0.0,0.0,0.0004684
2014-04-30,0.0005125,0.00046789999999999993,0.0004684,0.0,0.0,0.00048570000000000004
2014-05-01,0.0005061,0.0005015,0.00048570000000000004,0.0,0.0,0.0005061
2014-05-02,0.0005172000000000001,0.0004945,0.0005061,0.0,0.0,0.0004945
2014-05-03,0.0005044,0.0003904,0.0004945,0.0,0.0,0.000465
2014-05-04,0.00047089999999999995,0.00043170000000000003,0.000465,0.0,0.0,0.0004666
2014-05-05,0.0004783,0.00045670000000000004,0.0004666,0.0,0.0,0.00045670000000000004
2014-05-06,0.00047969999999999995,0.00042350000000000005,0.00045670000000000004,0.0,0.0,0.0004711
2014-05-07,0.0004867,0.0004465,0.0004711,0.0,0.0,0.00045099999999999996
2014-05-08,0.00048520000000000003,0.0004455,0.00045099999999999996,0.0,0.0,0.00045430000000000004
2014-05-09,0.00048550000000000004,0.0004588,0.00045430000000000004,0.0,0.0,0.00048550000000000004
2014-05-10,0.0004926,0.00045190000000000003,0.00048550000000000004,0.0,0.0,0.000479
2014-05-11,0.00046789999999999993,0.00045919999999999994,0.000479,0.0,0.0,0.00046789999999999993
2014-05-12,0.000482,0.00043819999999999997,0.00046789999999999993,0.0,0.0,0.00043819999999999997
2014-05-13,0.0004686,0.00042960000000000003,0.00043819999999999997,0.0,0.0,0.0004426
2014-05-14,0.0004736000000000001,0.00043380000000000003,0.0004426,0.0,0.0,0.00045149999999999997
2014-05-15,0.0004883999999999999,0.0004436,0.00045149999999999997,0.0,0.0,0.0004481
2014-05-16,0.0004899,0.00042639999999999996,0.0004481,0.0,0.0,0.00042639999999999996
