,time,symbolid,buyret,sellret,Action,mav5,mav10,mav20,mav30,mav50,mav100
231,8/21/2013,BTC,5.596107055961075,-5.299539170506906,Buy,1.2782726947755896,1.2335972669660582,1.185108480031939,1.1504157718652932,1.0677839501518571,1.1488495643386367
232,8/22/2013,BTC,-0.08196721311475308,0.08203445447088065,None,1.2912400332315528,1.2432377027070771,1.188065772579653,1.1536311945016886,1.07124499638553,1.143708123388323
233,8/23/2013,BTC,8.843135600371287,-8.12466082642066,Buy,1.295455569937343,1.2462569789231697,1.1890893752938072,1.1559379250587258,1.073864429118183,1.1381488708150609
234,8/24/2013,BTC,5.618729096989972,-5.319822672577579,Buy,1.2909583167855971,1.247186884797862,1.1905349082508083,1.1578896048898744,1.0791003155813497,1.1322826054464472
235,8/25/2013,BTC,9.000081893374823,-8.256949661908342,Buy,1.2859730039538915,1.2533734438886714,1.1923262546981332,1.160919534127156,1.0844567527546374,1.1260673833968422
236,8/26/2013,BTC,10.4522361955526,-9.463127733373556,Buy,1.2724976535095949,1.2585956552029764,1.1932953493273224,1.1639543156672674,1.0880532078913923,1.1199116018831081
237,8/27/2013,BTC,8.233681163835783,-7.607318789584805,Buy,1.284753659966095,1.2708889584458092,1.1997745935646782,1.1686963049169976,1.0934606925208348,1.1144457585567267
238,8/28/2013,BTC,8.224603914259099,-7.59956942949408,Buy,1.2991146578419719,1.2799777711272224,1.206616223421064,1.1717791507170852,1.0983340358200329,1.109031680844363
239,8/29/2013,BTC,8.785769528228915,-8.076212142755567,Buy,1.3121610671320831,1.2841945604521188,1.2137796339005598,1.1727579352711814,1.1009058987304965,1.1036298281701264
240,8/30/2013,BTC,-0.9563138448163366,0.9655475093263144,Sell,1.3373625999097345,1.294057623607151,1.224762431977726,1.1768460385706578,1.104591897332196,1.098637850387659
241,8/31/2013,BTC,-1.9148936170212738,1.9522776572667988,Sell,1.3723864664764975,1.3045350783668652,1.2359599010513433,1.182510720379013,1.1076767341809723,1.093614690559582
242,9/1/2013,BTC,-4.5133894938702905,4.726725003586285,Sell,1.3938953058315682,1.3209254681262002,1.2482770160315315,1.189279800353219,1.1105250216552702,1.0881361777150202
243,9/2/2013,BTC,-3.368055555555549,3.4854473589651436,Sell,1.416554256214693,1.3389555463147973,1.258329360933904,1.1954386712239393,1.1140054971246607,1.0829102305343983
244,9/3/2013,BTC,-2.4930555555555567,2.5567979488640535,Sell,1.4378487923655128,1.3556661272515547,1.2667634589111894,1.2014606218565635,1.1165368541512293,1.0775870500042857
245,9/4/2013,BTC,1.9168364651724445,-1.8807848944835448,Buy,1.4191847290010486,1.3589387807090618,1.2713680303325876,1.2037388526525061,1.1177443724397118,1.0721722791412327
246,9/5/2013,BTC,2.772657450076821,-2.6978551677752094,Buy,1.3903131856454845,1.362036779283393,1.275391644192213,1.205392405812662,1.1183049322074672,1.066761852593518
247,9/6/2013,BTC,10.237899917965532,-9.287096294091379,Buy,1.335873560633032,1.3462906772764367,1.2739220046941588,1.2049760517208035,1.1193544366837438,1.060704779013632
248,9/7/2013,BTC,3.884022017210631,-3.7388059701492504,Buy,1.2996368487363827,1.3398947602460543,1.275367474492948,1.2075924141736054,1.1211581313767645,1.055505323748117
249,9/8/2013,BTC,5.604813172894252,-5.307346326836592,Buy,1.2586834197393129,1.3305946990018287,1.2731502539563757,1.2095624036712267,1.1230079213539241,1.050242007221616
250,9/9/2013,BTC,1.2622088655146468,-1.2464757382401048,Buy,1.253473662786603,1.3190427172458072,1.2725347757677299,1.2132639774971898,1.1253728071892115,1.0453034122132037
251,9/10/2013,BTC,1.794601115970429,-1.762962962962955,Buy,1.2519393298279773,1.3043103628731352,1.2707302005803764,1.2161815035844654,1.1277521201797902,1.0410794722394103
252,9/11/2013,BTC,-3.5186488388458836,3.6469730123997124,Sell,1.2842527351593083,1.2934324706028186,1.2735527270737816,1.220959685823233,1.1306335421529499,1.0374873088705017
253,9/12/2013,BTC,-0.30139935414422725,0.30231051608722304,None,1.2974404789138727,1.2821348847625549,1.2768756938206929,1.224075086348821,1.133199606042292,1.0337469568211768
254,9/13/2013,BTC,1.308118868192798,-1.291228070175443,Buy,1.3180664283787769,1.2721622350580235,1.2802201408360978,1.2265838072502961,1.1355898343913544,1.0300839660609837
255,9/14/2013,BTC,5.244678516567913,-4.983319432860711,Buy,1.3183142416985725,1.269762129924804,1.2807347355897574,1.2289000574528568,1.1376313662085706,1.0265897408520321
256,9/15/2013,BTC,2.6030368763557465,-2.5369978858350906,Buy,1.322374249060557,1.2709774590125078,1.2828568610304412,1.2319074257090827,1.1401646138933539,1.0239503919965565
257,9/16/2013,BTC,0.6311863434227627,-0.6272273699216124,Buy,1.3106994020655935,1.281151854200642,1.2802742042640591,1.2341330957701697,1.1421302168267218,1.0218025231020127
258,9/17/2013,BTC,-11.606180380883945,13.130081300813012,Sell,1.3038833934887546,1.2843976389839062,1.278861806559517,1.2361355726456336,1.1435931073956205,1.020416844894804
259,9/18/2013,BTC,-6.7089238658215145,7.191388655622566,Sell,1.2969490888754662,1.2911930935531468,1.2777094876276482,1.2368288390316302,1.143985382014479,1.0185383229216174
260,9/19/2013,BTC,1.3106256941873173,-1.2936705160064177,Buy,1.2877970565914216,1.2869693159328004,1.270349399562508,1.2353393798703411,1.1440008333209348,1.0161986056755121
261,9/20/2013,BTC,2.1597787908228083,-2.11411850768104,Buy,1.2736610255171072,1.2822528305275736,1.2612779013775601,1.2329980862865366,1.1443488050632415,1.0139218719765513
262,9/21/2013,BTC,2.545021580592355,-2.4818577648766493,Buy,1.258847816858662,1.2695778905172992,1.2504499671138005,1.2314572450966086,1.1448970157213116,1.0123317491725454
263,9/22/2013,BTC,1.3432835820895717,-1.3254786450662803,Buy,1.244021642103062,1.2592495023867554,1.2405244662332078,1.230941653613452,1.1453443731495854,1.0111326765190352
264,9/23/2013,BTC,2.3163418290854665,-2.2639021173712415,Buy,1.2260099330862648,1.2473532260135909,1.2304979659887554,1.2300043737754474,1.1457299017705813,1.009980160335205
265,9/24/2013,BTC,3.502003264579323,-3.383512544802869,Buy,1.2204627825484597,1.2404527602508961,1.2264570449879195,1.228776768417415,1.1461139019098368,1.0089904833687675
266,9/25/2013,BTC,4.007407407407415,-3.853001922939958,Buy,1.21774355868492,1.2325038668743522,1.2237320006745511,1.2283785964651435,1.1466909891401142,1.0079549719934948
267,9/26/2013,BTC,2.188183807439814,-2.1413276231263434,Buy,1.217647106625387,1.2253400185821766,1.2255612349471308,1.2250751608935233,1.1475928499259171,1.00649563481422
268,9/27/2013,BTC,2.8503562945368044,-2.771362586605064,Buy,1.2215573277747795,1.2201544999076037,1.225041916226898,1.2231370078730732,1.1493746400195337,1.0051576405334532
269,9/28/2013,BTC,3.529824561403516,-3.409476038771775,Buy,1.2324813107122095,1.2166614441111974,1.2268991449930626,1.2216989719026534,1.1514302341197031,1.0035328349523267
270,9/29/2013,BTC,5.205726994717819,-4.948140318425054,Buy,1.2433789327490352,1.2192747713937817,1.2264017229483393,1.2181575173664676,1.153742474135274,1.0022606565531413
271,9/30/2013,BTC,11.409443269908381,-10.241001960908347,Buy,1.2504011195396165,1.22132966189673,1.225364158842895,1.2133020929822107,1.1554426429017506,1.0010381395332328
272,10/1/2013,BTC,8.923734853884513,-8.19264494176154,Buy,1.2508994856798363,1.2215236536003309,1.2195125185422244,1.2066132603490223,1.1565962577859676,0.9997719240241801
273,10/2/2013,BTC,28.121951219512198,-21.949362269179517,Buy,1.2186410244211043,1.2077423652116925,1.2082269458556032,1.1964061149965681,1.1550851892772012,0.9982669634062324
274,10/3/2013,BTC,28.467821971142836,-22.15949607796529,Buy,1.193962507291421,1.2011957708231755,1.1995498522404038,1.1882098389647902,1.154082997309912,0.9970325185231683
275,10/4/2013,BTC,33.86200847829266,-25.296205296205297,Buy,1.1771645710212817,1.1985036414161632,1.1951278704438582,1.1850384547831085,1.1544751922374772,0.996187390271046
276,10/5/2013,BTC,36.137527432333584,-26.544868350349283,Buy,1.1641210978100731,1.19593435312975,1.1903910023398008,1.1829214243099477,1.155403394256445,0.9958673273945691
277,10/6/2013,BTC,39.89840348330913,-28.51955597053636,Buy,1.1560696654868106,1.192733882080235,1.1858962663316508,1.1837589683975316,1.1560766160491978,0.9964439185185577
278,10/7/2013,BTC,49.47717231222386,-33.100152716882604,Buy,1.1749962204354683,1.1866663027888216,1.1811085018759215,1.1823950699750105,1.1567087595360919,0.9971751816248624
279,10/8/2013,BTC,67.02322514469923,-40.12808702899504,Buy,1.181117769247417,1.1780596243233108,1.1760165416268393,1.1819211802020546,1.1564884721326556,0.9976731318211646
280,10/9/2013,BTC,48.37275985663081,-32.60218378587303,Buy,1.1819116489655772,1.1704764053380552,1.1741274168576854,1.1799340177257767,1.1558981918882116,0.9988754195649444
281,10/10/2013,BTC,40.93013318139733,-29.0428542551041,Buy,1.1847858048923945,1.1657347925658992,1.1734874127239996,1.1786729969714995,1.155416853578076,1.0002133472989247
282,10/11/2013,BTC,34.58957887223413,-25.700042426813752,Buy,1.1853513313372033,1.1622452845129994,1.1725954922234334,1.174747148306606,1.1552270047106727,1.0026063860524748
283,10/12/2013,BTC,44.80369515011549,-30.94098883572568,Buy,1.1941993252011436,1.1760316636387236,1.1731673542147618,1.1725256236880817,1.1562145696449808,1.00521637275124
284,10/13/2013,BTC,40.24266250932014,-28.695021749637505,Buy,1.2100226316114446,1.1871823750204924,1.1762561821770214,1.1715496018355103,1.1580861704460548,1.0094379993910971
285,10/14/2013,BTC,42.696703441897334,-29.921296296296298,Buy,1.2268344342514934,1.1962527452182679,1.1800447048072964,1.1724566072923874,1.1598502592776927,1.0135829917910972
286,10/15/2013,BTC,31.570624327914487,-23.995192307692303,Buy,1.2532671567807625,1.2109428422750297,1.186444194442881,1.174687440413511,1.162970204885081,1.017591519555519
287,10/16/2013,BTC,38.18217510797015,-27.631765875834635,Buy,1.271546135569085,1.2205288733209287,1.1900452144709968,1.1754523629129288,1.1636294220943615,1.021474550917171
288,10/17/2013,BTC,35.43372041373183,-26.163144825001172,Buy,1.2928540080748638,1.2355651097889808,1.1946685355825477,1.1774338515812366,1.1653224006246954,1.0255108702336122
289,10/18/2013,BTC,25.79629189446162,-20.506400869195517,Buy,1.324226806288882,1.2589353596196096,1.20227159124799,1.1820591336198032,1.168725296235158,1.0294861616912607
290,10/19/2013,BTC,22.30412230412231,-18.236607142857142,Buy,1.3738618070254751,1.2920681610923472,1.2154395036584298,1.1922647769427321,1.173094975886249,1.034565208922319
291,10/20/2013,BTC,27.97420741536809,-21.85925428283507,Buy,1.4177601232602282,1.3275052804015492,1.2313189989537436,1.2042896409104018,1.1781300042594347,1.0400558115349139
292,10/21/2013,BTC,30.35584604212056,-23.28690807799443,Buy,1.480818694773149,1.3680770079090132,1.2500859947223226,1.2174767960180175,1.1829504883040936,1.0453022281910094
293,10/22/2013,BTC,30.104931277402834,-23.138962514199168,Buy,1.5526082671025236,1.4146152790427833,1.280198962765184,1.2335331001565144,1.189779036544437,1.0516953840139411
294,10/23/2013,BTC,35.82927578190112,-26.378168900371378,Buy,1.6460644076843656,1.4762843327238586,1.3158618883350386,1.2552983749716127,1.199490759236206,1.0586745815589205
295,10/24/2013,BTC,71.51415595709732,-41.695774647887326,Buy,1.6824517512508954,1.519562584385673,1.3424519498054173,1.2728889241874712,1.2095958091758674,1.065808414740688
296,10/25/2013,BTC,85.86517081059229,-46.197558389298244,Buy,1.7012127301520379,1.5518149604508569,1.3671723499179254,1.2896755991636728,1.2202703317331758,1.0735692637202248
297,10/26/2013,BTC,78.36232498939329,-43.93434823977165,Buy,1.6971411956596494,1.5840846002635898,1.390543107383057,1.3060985782602974,1.2334086878294355,1.0835705936879498
298,10/27/2013,BTC,75.4289304528539,-42.99685933109263,Buy,1.70068350673563,1.622124266659832,1.4175353320182245,1.32257374955397,1.2441583969284176,1.0911952871071473
299,10/28/2013,BTC,83.68293861768971,-45.558362277654986,Buy,1.660207429091584,1.6484716022246984,1.4417595169190822,1.3357964284571278,1.2532363149668475,1.0971572349435894
300,10/29/2013,BTC,101.31944444444447,-50.32769920662298,Buy,1.6682692722036814,1.6687371263169182,1.4672972026838416,1.3501011153122224,1.2617532956013107,1.102877425915917
301,10/30/2013,BTC,108.36538461538461,-52.0073834794647,Buy,1.6769676127797384,1.6787893913666496,1.488013227909812,1.3617590701903517,1.268142525173019,1.1072059512523096
302,10/31/2013,BTC,105.48373348487003,-51.33434734513275,Buy,1.7054685778901078,1.6854708052842908,1.5095716981116747,1.3742561465376082,1.273126489163403,1.1111510343969822
303,11/1/2013,BTC,116.44567305439719,-53.79903021906658,Buy,1.7069772594403307,1.6849830474759633,1.530093661381318,1.3913495362752213,1.278361819341808,1.114833236165277
304,11/2/2013,BTC,149.56304029477064,-59.92996403558584,Buy,1.7048443328023257,1.662186644670544,1.547068771251967,1.4049595525096503,1.282417451223234,1.1176346448602756
305,11/3/2013,BTC,250.63839285714283,-71.48059024992679,Buy,1.708714477424063,1.6670958619707916,1.56801172742846,1.4208443897775813,1.2896652436576408,1.1220183588957795
306,11/4/2013,BTC,171.11605643265034,-63.11542690764919,Buy,1.7479280699234905,1.6905787798874907,1.5918087900835385,1.4404527050689973,1.2989295939601853,1.1276916791415432
307,11/5/2013,BTC,153.86788698766415,-60.60943304544101,Buy,1.8022628404183483,1.7313487410570882,1.6224132875293689,1.4628249058864642,1.3098119074745134,1.1338357206823426
308,11/6/2013,BTC,189.62892843619835,-65.47306219032303,Buy,1.872282543454708,1.7669986291443995,1.6555551138660305,1.4885741697953379,1.3223958761766719,1.1405014820432875
309,11/7/2013,BTC,159.00209914419509,-61.390274314214466,Buy,2.0114274820551987,1.8341319653065848,1.6984647983392427,1.5225964797688154,1.339003060402518,1.1477743912205438
310,11/8/2013,BTC,134.50704225352115,-57.357357357357365,Buy,2.196600729355516,1.9256131720769454,1.7500389149655742,1.5648075509747332,1.3612695029803843,1.1569260507234314
311,11/9/2013,BTC,116.15867750618558,-53.73768883410271,Buy,2.3767353746758637,2.0317122747347884,1.8047167258160806,1.6095243030829995,1.3854759240456294,1.1672167018236193
312,11/10/2013,BTC,146.78579923882018,-59.47902986782974,Buy,2.489877809405853,2.113024679427433,1.846906656267144,1.6482178044576907,1.4066499771080876,1.1767877136181542
313,11/11/2013,BTC,167.22133450878837,-62.577838261371596,Buy,2.6185677066400963,2.20841757002167,1.8919383788148463,1.6898975954048228,1.4295080678208054,1.186452774782976
314,11/12/2013,BTC,184.15166824544787,-64.8075266925335,Buy,2.700186317395844,2.3144261506616273,1.9316701365503501,1.73256948445195,1.453443500579481,1.1962430861412676
315,11/13/2013,BTC,153.27814188800738,-60.51771414044199,Buy,2.78778501682947,2.4442927753457666,1.9941058902953483,1.7828681976193226,1.4813768575092703,1.2069526497385688
316,11/14/2013,BTC,178.47946469773882,-64.0907094860514,Buy,2.85338282386871,2.560549172062756,2.0585344985145895,1.8305711007065737,1.5088738302678297,1.2176788748448386
317,11/15/2013,BTC,177.8530604719764,-64.00975399366322,Buy,2.96489105037636,2.6660157559534254,2.1258287242258764,1.8792546130035008,1.53604925466012,1.228654133373635
318,11/16/2013,BTC,117.41925707853494,-54.00591403737592,Buy,3.0724446208539993,2.7769530471964035,2.192618693139565,1.9302182399517012,1.5645785539161265,1.2401640131199034
319,11/17/2013,BTC,107.56388415672915,-51.8220617202889,Buy,3.2371227771901934,2.8909483470753474,2.274195848731025,1.9868797796382882,1.59630540167672,1.2521721509978554
320,11/18/2013,BTC,47.03538189272118,-31.98915885908249,Buy,3.6447844820750537,3.1200436876032995,2.4172600508723403,2.0787834032155716,1.647399118939088,1.2699067846103247
321,11/19/2013,BTC,91.66318202233268,-47.82513837824733,Buy,3.8645806440042896,3.250298695282766,2.5205719925843066,2.1439401655233747,1.6850616491498664,1.2829675507460534
322,11/20/2013,BTC,73.41724532501526,-42.33560808062548,Buy,4.068473931632459,3.3941340354936758,2.6184662849999687,2.2051868548846465,1.7218288085216746,1.295889436343447
323,11/21/2013,BTC,10.473127557490436,-9.480248988189633,Buy,4.376921932872577,3.584062890834379,2.742641533504323,2.280530412521497,1.7690273184990808,1.3111747022946527
324,11/22/2013,BTC,-13.08977556109726,15.061260795959953,Sell,4.6292995447091565,3.773993165544569,2.8703216828446028,2.3522702580660497,1.815621212275539,1.3262777681581601
325,11/23/2013,BTC,-3.428228228228225,3.5499278571073045,Sell,4.583757776092109,3.936555426883113,2.99508901319159,2.429111058701808,1.86136480878452,1.3414069242922722
326,11/24/2013,BTC,15.589741009547065,-13.487132052886452,Buy,4.670515102831976,4.075127681167415,3.1025297369233273,2.4999377957684272,1.90292666593342,1.3553443895388426
327,11/25/2013,BTC,24.546078868420107,-19.708431683628056,Buy,4.799652227633476,4.224170060210182,3.2087278222067477,2.573978652231014,1.944788155226218,1.3691324594101586
328,11/26/2013,BTC,-5.15794465751166,5.438457273923025,Sell,4.919200824391188,4.414912548006135,3.334454736411156,2.6581071724049172,1.9936135270869744,1.3850173182629164
329,11/27/2013,BTC,-16.660030188259924,19.990444232094063,Sell,5.099433782794229,4.606528680390628,3.4613693015183724,2.7502239856347512,2.0459744951944097,1.401627856789105
330,11/28/2013,BTC,-14.945795275018625,17.572082795136488,Sell,5.256944740625584,4.655352929441631,3.572780991820818,2.8379805873329262,2.0963027880772396,1.417520379173001
331,11/29/2013,BTC,-24.689915736621014,32.78434220080533,Sell,5.544198422706196,4.819797388275026,3.6930234670542257,2.933331908497013,2.1492882942571994,1.4341816452585012
332,11/30/2013,BTC,-23.703199907104832,31.06709570813586,Sell,5.7767720359471415,4.977607016243288,3.813781847121362,3.0221071121971477,2.198875237310601,1.449702612246551
333,12/1/2013,BTC,-24.340146755742296,32.17049163069798,Sell,5.681248783794656,4.986707049969774,3.8903805419322266,3.087636385193726,2.2366426719552646,1.4619129517909522
334,12/2/2013,BTC,-34.798825417669796,53.3714701316139,Sell,5.560155250856691,5.011771556058604,3.9735376410049255,3.1588931485995375,2.2764481242006873,1.474876701924396
335,12/3/2013,BTC,-53.15622672878098,113.47554438241704,Sell,5.473364853493059,5.0426284974365965,4.048418190411959,3.230051944051638,2.316668010449645,1.4880177205546172
336,12/4/2013,BTC,-40.85491495293119,69.0757565407473,Sell,5.358780319927186,5.118595156334043,4.1314039033674,3.302060570272275,2.3574836482079813,1.5015768806911574
337,12/5/2013,BTC,-41.251864238260936,70.2181672718321,Sell,5.146374845974124,5.12988261751747,4.192511498952409,3.3583887458883366,2.391826214463764,1.512439822780919
338,12/6/2013,BTC,-24.20534425220704,31.93542343242568,Sell,4.918207145283486,4.98958449397049,4.210578773069892,3.3910395534595237,2.4148885799632214,1.5201020283398494
339,12/7/2013,BTC,-8.253708645376022,8.996231371874464,Sell,4.4986396898216165,4.754825118594866,4.19428674187306,3.4052198249646497,2.4311422455626515,1.525963249983378
340,12/8/2013,BTC,-11.284143489725862,12.719421232684658,Sell,4.122914707910763,4.553016846729358,4.135661730931447,3.420098070027458,2.449376516730909,1.5324238112631816
341,12/9/2013,BTC,-23.5268512976767,30.76485236570616,Sell,3.7770337803582272,4.350643838105032,4.123877514474509,3.4409100606773872,2.4707596989381035,1.5397947053871743
342,12/10/2013,BTC,-31.582053167201952,46.160480735242146,Sell,3.6433968744815335,4.19475404653422,4.129036072101405,3.4737612273062184,2.494884423028395,1.5480298486526596
343,12/11/2013,BTC,-12.82162773254486,14.707349310456607,Sell,3.6460149768569647,4.090664775958836,4.09353876857649,3.4940997702681633,2.5136818929920244,1.5549513015601881
344,12/12/2013,BTC,-10.770239338651976,12.070232239586588,Sell,3.7552245186570863,3.9456959812720456,4.04927453167287,3.5102666043878425,2.529299869883205,1.561518085373276
345,12/13/2013,BTC,-18.657728150986898,22.937308888568086,Sell,3.801272552739345,3.7934227697384224,4.004374084738512,3.5206256579742616,2.547017677751679,1.5685480787101167
346,12/14/2013,BTC,-13.640064250665606,15.794435385242567,Sell,3.734417791039916,3.6040762524224994,3.9649610761401792,3.5290568906539375,2.564057736644852,1.5751856792777257
347,12/15/2013,BTC,-12.507066139061607,14.294944273946042,Sell,3.587812001937288,3.4756004528678655,3.9214577838424485,3.5380575661716804,2.581774806995199,1.5821355051377968
348,12/16/2013,BTC,6.055900621118027,-5.710102489019042,Buy,3.4203910020829253,3.400330794408958,3.8330531628350974,3.533293916242549,2.593032449540329,1.5872238388382005
349,12/17/2013,BTC,14.12227086451181,-12.374684413069591,Buy,3.2406967091354977,3.369110065179161,3.7204069135953466,3.517501634335017,2.602821723584196,1.5919419721113826
350,12/18/2013,BTC,58.39957114865613,-36.86851594683221,Buy,2.915292548931295,3.243113108632977,3.585139756706997,3.459157875061872,2.607151231905201,1.594982411103421
351,12/19/2013,BTC,20.808798415192275,-17.224571958473746,Buy,2.749324044235657,3.1359849839247342,3.4551815279486284,3.430427092102146,2.6166500629292906,1.5992288819575466
352,12/20/2013,BTC,42.26875500030771,-29.710497572159323,Buy,2.5219787458689558,2.962767230709566,3.31813466887608,3.398222698907235,2.6235227970688837,1.602371837812461
353,12/21/2013,BTC,58.43429927554333,-36.88235410055778,Buy,2.410110829339875,2.831781345191986,3.219595815311148,3.3505569525674757,2.6298889648147834,1.6055054808161329
354,12/22/2013,BTC,58.35274984753476,-36.84984940502641,Buy,2.33243281081909,2.7102480967138973,3.1060434897938896,3.299259852905151,2.636260938763318,1.6085397862668467
355,12/23/2013,BTC,23.36660871515899,-18.940788725991588,Buy,2.4315708253574666,2.600719287110395,2.9932581242196767,3.2496266320663465,2.6432907961652443,1.6120907091361132
356,12/24/2013,BTC,33.59516186410529,-25.146989902432793,Buy,2.385113428363536,2.499802631778262,2.866385367200239,3.2043961937308283,2.648533620941456,1.6152084199511025
357,12/25/2013,BTC,32.47790738776955,-24.51571588665351,Buy,2.4003138624030775,2.3983989490899313,2.7657202304596447,3.156102757610358,2.652701553001751,1.618163111469643
358,12/26/2013,BTC,19.424424549240626,-16.265035081857672,Buy,2.483500187845223,2.383744534679433,2.724429754334682,3.0980336080094375,2.657762031020502,1.6214802969783308
359,12/27/2013,BTC,25.187721810597118,-20.11996180320694,Buy,2.566309746228727,2.385479923849172,2.710012340178685,3.0291309784947757,2.6598603809709673,1.624846177977694
360,12/28/2013,BTC,23.333639549075436,-18.919120228987317,Buy,2.57097630214972,2.434191829756936,2.6727563381513675,2.956967856840196,2.658007166975417,1.6281283194228842
