time,close,high,low,open,volumefrom,volumeto
2014-02-08,0.07,0.07,0.05,0.05,427.45,29.37
2014-02-09,0.1,0.1,0.07,0.07,9.101,0.9101
2014-02-10,0.1,0.1,0.1,0.1,0.0,0.0
2014-02-11,0.1,0.1,0.1,0.1,0.0,0.0
2014-02-12,0.1,0.1,0.1,0.1,0.0,0.0
2014-02-13,0.25,0.25,0.1,0.1,200.0,50.0
2014-02-14,0.25,0.25,0.25,0.25,0.0,0.0
2014-02-15,0.25,0.25,0.25,0.25,0.0,0.0
2014-02-16,0.32,0.33,0.25,0.25,7.1,2.303
2014-02-17,100.0,100.0,0.099,0.32,5.138999999999999,1.015
2014-02-18,100.0,100.0,100.0,100.0,0.0,0.0
2014-02-19,0.9,100.0,0.9,100.0,0.76,0.69
2014-02-20,1.2,2.0,0.9,0.9,23.25,33.76
2014-02-21,1.25,1.3,1.08,1.2,12.45,14.16
2014-02-22,0.10300000000000001,1.25,0.10300000000000001,1.25,43.45,7.735
2014-02-23,1.0,1.26,0.10300000000000001,0.10300000000000001,32.21,37.9
2014-02-24,1.3,1.3,1.0,1.0,2.343,3.045
2014-02-25,0.8,1.3,0.8,1.3,63.21,50.57
2014-02-26,1.5,1.5,0.03,0.8,1.3969999999999998,1.953
2014-02-27,1.5,1.5,1.5,1.5,0.0,0.0
2014-02-28,1.5,1.5,1.5,1.5,0.0,0.0
2014-03-01,1.5,1.5,1.5,1.5,0.0,0.0
2014-03-02,0.9,1.5,0.8,1.5,21.49,18.87
2014-03-03,0.9,1.0,0.89,0.9,8.93,8.193
2014-03-04,0.8,0.9,0.8,0.9,6.2,5.292000000000001
2014-03-05,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-06,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-07,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-08,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-09,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-10,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-11,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-12,0.8,0.8,0.8,0.8,0.0,0.0
2014-03-13,0.79,1.0,0.79,0.8,10.59,8.576
2014-03-14,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-15,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-16,0.79,0.79,0.79,0.79,0.5053,0.3992
2014-03-17,0.79,0.79,0.79,0.79,0.001,0.00079
2014-03-18,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-19,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-20,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-21,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-22,0.79,0.79,0.79,0.79,0.0,0.0
2014-03-23,0.7,0.79,0.7,0.79,1.912,1.338
2014-03-24,0.78,0.78,0.7,0.7,5.781000000000001,4.428999999999999
2014-03-25,0.78,0.78,0.78,0.78,2.219,1.7309999999999999
2014-03-26,0.78,0.78,0.78,0.78,0.0,0.0
2014-03-27,0.78,0.78,0.78,0.78,0.0,0.0
2014-03-28,0.78,0.78,0.78,0.78,0.0,0.0
2014-03-29,0.7,0.78,0.7,0.78,0.0114,0.007977
2014-03-30,0.7,0.7,0.7,0.7,0.0,0.0
2014-03-31,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-01,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-02,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-03,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-04,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-05,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-06,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-07,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-08,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-09,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-10,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-11,0.56,0.7,0.56,0.7,4.0,2.24
2014-04-12,0.56,0.56,0.56,0.56,0.0,0.0
2014-04-13,0.56,0.56,0.56,0.56,0.0,0.0
2014-04-14,0.58,0.58,0.56,0.56,0.000998,0.0005788
2014-04-15,0.011000000000000001,0.6,0.011000000000000001,0.58,15.48,8.775
2014-04-16,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.0,0.0
2014-04-17,0.65,0.65,0.011000000000000001,0.011000000000000001,1.0,0.65
2014-04-18,0.65,0.65,0.65,0.65,0.0,0.0
2014-04-19,0.7,0.74,0.65,0.65,1.087,0.7669
2014-04-20,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-21,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-22,0.7,0.7,0.7,0.7,0.0,0.0
2014-04-23,0.8,0.8009999999999999,0.7,0.7,481.06,384.61
2014-04-24,0.9,0.9,0.78,0.8,26.87,23.74
2014-04-25,1.2,1.72,0.9,0.9,44.12,66.61
2014-04-26,2.0,2.5,1.2,1.2,65.85,130.61
2014-04-27,2.0,2.0,1.7,2.0,25.11,47.82
2014-04-28,2.0,2.0,2.0,2.0,0.0,0.0
2014-04-29,1.45,2.0,1.45,2.0,25.5,39.42
2014-04-30,1.5,1.5,1.45,1.45,0.5207,0.7809999999999999
2014-05-01,1.5,1.5,1.5,1.5,0.0,0.0
2014-05-02,1.4,1.5,1.4,1.5,1.13,1.5819999999999999
2014-05-03,1.4,1.4,1.4,1.4,0.0,0.0
2014-05-04,1.52,1.65,1.4,1.4,6.502000000000001,10.03
2014-05-05,1.6,1.68,1.52,1.52,4.566,7.399
2014-05-06,1.6,1.6,1.55,1.6,4.5,7.15
2014-05-07,1.64,1.66,1.6,1.6,4.841,7.983
2014-05-08,1.64,1.64,1.64,1.64,0.0,0.0
2014-05-09,2.249,2.249,1.64,1.64,13.06,25.3
2014-05-10,2.249,2.249,2.249,2.249,0.8906,2.003
2014-05-11,2.35,2.35,2.2,2.249,0.165,0.3653
2014-05-12,2.35,2.35,2.0,2.35,0.00309,0.006456
2014-05-13,2.35,2.35,2.0,2.35,432.01,1015.21
2014-05-14,3.1,3.5,2.35,2.35,320.38,873.77
2014-05-15,6.0,7.5,3.1,3.1,255.8,838.07
2014-05-16,5.999,6.0,5.999,6.0,0.00031299999999999996,0.0018780000000000001
2014-05-17,5.0,5.999,5.0,5.999,3.0,15.8
2014-05-18,6.0,6.0,5.0,5.0,40.0,240.0
2014-05-19,6.0,6.0,5.7,6.0,61.1,366.47
2014-05-20,7.0,7.0,6.0,6.0,4.69,31.44
2014-05-21,7.5,7.5,6.65,7.0,5.772,43.02
2014-05-22,18.0,18.0,7.5,7.5,0.0026579999999999998,0.04785
2014-05-23,18.0,18.0,7.0,18.0,0.041960000000000004,0.4385
2014-05-24,18.0,18.0,17.0,18.0,0.8247,14.54
2014-05-25,16.0,18.0,16.0,18.0,0.0002818,0.004509
2014-05-26,16.0,16.0,12.0,16.0,357.62,5492.94
2014-05-27,15.99,16.0,10.0,16.0,4.348,43.48
2014-05-28,8.1,15.99,8.1,15.99,3.022,24.48
2014-05-29,8.1,8.1,8.1,8.1,27.27,220.92
2014-05-30,13.0,13.0,8.1,8.1,0.6061,7.879
2014-05-31,13.0,15.0,13.0,13.0,25.77,334.95
2014-06-01,11.0,13.0,11.0,13.0,12.41,160.47
2014-06-02,15.5,15.5,11.0,11.0,0.3466,4.977
2014-06-03,15.49,15.5,15.4,15.5,1.053,16.23
2014-06-04,15.49,15.49,12.0,15.49,2.146,29.25
2014-06-05,12.0,15.49,12.0,15.49,2.191,26.62
2014-06-06,12.0,12.0,12.0,12.0,19.22,230.68
2014-06-07,12.0,12.0,12.0,12.0,17.7,212.36
2014-06-08,5.0,12.0,5.0,12.0,2.464,22.41
2014-06-09,5.0,5.0,5.0,5.0,0.0,0.0
2014-06-10,5.0,5.0,5.0,5.0,0.0,0.0
2014-06-11,5.0,5.0,5.0,5.0,0.0,0.0
2014-06-12,15.0,15.0,5.0,5.0,2.094,31.41
2014-06-13,15.0,15.0,15.0,15.0,0.0,0.0
