time,high,low,open,volumefrom,volumeto,close
2014-12-02,0.002356,0.002017,0.00201,0.0,0.0,0.002094
2014-12-03,0.002096,0.001998,0.002094,0.0,0.0,0.002017
2014-12-04,0.002511,0.001956,0.002017,0.0,0.0,0.002404
2014-12-05,0.002564,0.00199,0.002404,0.0,0.0,0.001994
2014-12-06,0.002028,0.001987,0.001994,0.0,0.0,0.002028
2014-12-07,0.002259,0.002029,0.002028,0.0,0.0,0.002108
2014-12-08,0.002252,0.001993,0.002108,0.0,0.0,0.002025
2014-12-09,0.00231,0.001916,0.002025,0.0,0.0,0.001919
2014-12-10,0.002255,0.001893,0.001919,0.0,0.0,0.001921
2014-12-11,0.0021,0.001877,0.001921,0.0,0.0,0.001877
2014-12-12,0.002294,0.001905,0.001877,0.0,0.0,0.001908
2014-12-13,0.002082,0.001877,0.001908,0.0,0.0,0.001877
2014-12-14,0.002096,0.001883,0.001877,0.0,0.0,0.001974
2014-12-15,0.002072,0.001951,0.001974,0.0,0.0,0.001962
2014-12-16,0.002104,0.001866,0.001962,0.0,0.0,0.001866
2014-12-17,0.00192,0.001693,0.001866,0.0,0.0,0.001703
2014-12-18,0.00211,0.001642,0.001703,0.0,0.0,0.001654
2014-12-19,0.001748,0.001681,0.001654,0.0,0.0,0.001748
2014-12-20,0.001975,0.001817,0.001748,0.0,0.0,0.00185
2014-12-21,0.001868,0.001807,0.00185,0.0,0.0,0.001836
2014-12-22,0.002114,0.001859,0.001836,0.0,0.0,0.001985
2014-12-23,0.002146,0.002012,0.001985,0.0,0.0,0.002072
2014-12-24,0.001992,0.001844,0.002072,0.0,0.0,0.001992
2014-12-25,0.002265,0.001914,0.001992,0.0,0.0,0.002265
2014-12-26,0.002475,0.001983,0.002265,0.0,0.0,0.001983
2014-12-27,0.002368,0.001892,0.001983,0.0,0.0,0.002147
2014-12-28,0.002326,0.002057,0.002147,0.0,0.0,0.002326
2014-12-29,0.002309,0.001935,0.002326,0.0,0.0,0.002039
2014-12-30,0.002176,0.001899,0.002039,0.0,0.0,0.001914
2014-12-31,0.002228,0.001789,0.001914,0.0,0.0,0.002221
2015-01-01,0.002198,0.001826,0.002221,0.0,0.0,0.001892
2015-01-02,0.002487,0.001894,0.001892,0.0,0.0,0.002238
