time,high,low,open,volumefrom,volumeto,close
2014-06-11,0.02936,0.02936,0.02994,0.0,0.0,0.02936
2014-06-12,0.02726,0.02726,0.02936,0.0,0.0,0.02726
2014-06-13,0.02787,0.02787,0.02726,0.0,0.0,0.02787
2014-06-14,0.02664,0.02664,0.02787,0.0,0.0,0.02664
2014-06-15,0.02659,0.02659,0.02664,0.0,0.0,0.02659
2014-06-16,0.02735,0.02735,0.02659,0.0,0.0,0.02735
2014-06-17,0.02763,0.02763,0.02735,0.0,0.0,0.02763
2014-06-18,0.02768,0.02768,0.02763,0.0,0.0,0.02768
2014-06-19,0.03001,0.0274,0.02768,100.0,3.001,0.03001
2014-06-20,0.02954,0.02954,0.03001,0.0,0.0,0.02954
2014-06-21,0.02985,0.02985,0.02954,0.0,0.0,0.02985
2014-06-22,0.03018,0.03018,0.02985,0.0,0.0,0.03018
2014-06-23,0.02956,0.02956,0.03018,0.0,0.0,0.02956
2014-06-24,0.02944,0.02944,0.02956,0.0,0.0,0.02944
2014-06-25,0.02842,0.02842,0.02944,0.0,0.0,0.02842
2014-06-26,0.02914,0.02914,0.02842,0.0,0.0,0.02914
2014-06-27,0.03011,0.03011,0.02914,0.0,0.0,0.03011
2014-06-28,0.02988,0.02988,0.03011,0.0,0.0,0.02988
2014-06-29,0.03005,0.03005,0.02988,0.0,0.0,0.03005
2014-06-30,0.03176,0.03176,0.03005,0.0,0.0,0.03176
2014-07-01,0.03216,0.03216,0.03176,0.0,0.0,0.03216
2014-07-02,0.03229,0.03229,0.03216,0.0,0.0,0.03229
2014-07-03,0.0319,0.0319,0.03229,0.0,0.0,0.0319
2014-07-04,0.0312,0.0312,0.0319,0.0,0.0,0.0312
2014-07-05,0.03115,0.03115,0.0312,0.0,0.0,0.03115
2014-07-06,0.03133,0.03133,0.03115,0.0,0.0,0.03133
2014-07-07,0.03068,0.03068,0.03133,0.0,0.0,0.03068
2014-07-08,0.03077,0.03077,0.03068,0.0,0.0,0.03077
2014-07-09,0.03115,0.03115,0.03077,0.0,0.0,0.03115
2014-07-10,0.03092,0.03092,0.03115,0.0,0.0,0.03092
2014-07-11,0.03164,0.03164,0.03092,0.0,0.0,0.03164
2014-07-12,0.0318,0.0318,0.03164,0.0,0.0,0.0318
2014-07-13,0.0314,0.0314,0.0318,0.0,0.0,0.0314
2014-07-14,0.03092,0.03092,0.0314,0.0,0.0,0.03092
2014-07-15,0.03098,0.03098,0.03092,0.0,0.0,0.03098
2014-07-16,0.03074,0.03074,0.03098,0.0,0.0,0.03074
2014-07-17,0.03133,0.03133,0.03074,0.0,0.0,0.03133
2014-07-18,0.03137,0.03137,0.03133,0.0,0.0,0.03137
2014-07-19,0.03135,0.03135,0.03137,0.0,0.0,0.03135
2014-07-20,0.03105,0.03105,0.03135,0.0,0.0,0.03105
2014-07-21,0.03126,0.03126,0.03105,0.0,0.0,0.03126
2014-07-22,0.03113,0.03113,0.03126,0.0,0.0,0.03113
2014-07-23,0.03108,0.03108,0.03113,0.0,0.0,0.03108
2014-07-24,0.03009,0.03009,0.03108,0.0,0.0,0.03009
2014-07-25,0.03003,0.03003,0.03009,0.0,0.0,0.03003
2014-07-26,0.0298,0.0298,0.03003,0.0,0.0,0.0298
2014-07-27,0.02975,0.02975,0.0298,0.0,0.0,0.02975
2014-07-28,0.0294,0.0294,0.02975,0.0,0.0,0.0294
2014-07-29,0.02929,0.02929,0.0294,0.0,0.0,0.02929
2014-07-30,0.02823,0.02823,0.02929,0.0,0.0,0.02823
2014-07-31,0.02948,0.02948,0.02823,0.0,0.0,0.02948
2014-08-01,0.02994,0.02994,0.02948,0.0,0.0,0.02994
2014-08-02,0.02959,0.02959,0.02994,0.0,0.0,0.02959
2014-08-03,0.02945,0.02945,0.02959,0.0,0.0,0.02945
2014-08-04,0.02964,0.02964,0.02945,0.0,0.0,0.02964
2014-08-05,0.02944,0.02944,0.02964,0.0,0.0,0.02944
2014-08-06,0.02949,0.02949,0.02944,0.0,0.0,0.02949
2014-08-07,0.02964,0.02964,0.02949,0.0,0.0,0.02964
2014-08-08,0.02979,0.02979,0.02964,0.0,0.0,0.02979
2014-08-09,0.02948,0.02948,0.02979,0.0,0.0,0.02948
2014-08-10,0.0296,0.0296,0.02948,0.0,0.0,0.0296
2014-08-11,0.02879,0.02879,0.0296,0.0,0.0,0.02879
2014-08-12,0.02838,0.02838,0.02879,0.0,0.0,0.02838
2014-08-13,0.02711,0.02711,0.02838,0.0,0.0,0.02711
2014-08-14,0.02524,0.02524,0.02711,0.0,0.0,0.02524
2014-08-15,0.02482,0.02482,0.02524,0.0,0.0,0.02482
2014-08-16,0.0261,0.0261,0.02482,0.0,0.0,0.0261
2014-08-17,0.02428,0.02428,0.0261,0.0,0.0,0.02428
2014-08-18,0.02311,0.02311,0.02428,0.0,0.0,0.02311
2014-08-19,0.02426,0.02426,0.02311,0.0,0.0,0.02426
2014-08-20,0.02584,0.02584,0.02426,0.0,0.0,0.02584
2014-08-21,0.0259,0.0259,0.02584,0.0,0.0,0.0259
2014-08-22,0.02581,0.02581,0.0259,0.0,0.0,0.02581
2014-08-23,0.02488,0.02488,0.02581,0.0,0.0,0.02488
2014-08-24,0.02549,0.02549,0.02488,0.0,0.0,0.02549
2014-08-25,0.02515,0.02515,0.02549,0.0,0.0,0.02515
2014-08-26,0.02563,0.02563,0.02515,0.0,0.0,0.02563
2014-08-27,0.02576,0.02576,0.02563,0.0,0.0,0.02576
2014-08-28,0.02554,0.02554,0.02576,0.0,0.0,0.02554
2014-08-29,0.02563,0.02563,0.02554,0.0,0.0,0.02563
2014-08-30,0.0253,0.0253,0.02563,0.0,0.0,0.0253
2014-08-31,0.02409,0.02409,0.0253,0.0,0.0,0.02409
2014-09-01,0.02386,0.02386,0.02409,0.0,0.0,0.02386
2014-09-02,0.02395,0.02395,0.02386,0.0,0.0,0.02395
2014-09-03,0.024,0.024,0.02395,0.0,0.0,0.024
2014-09-04,0.02455,0.02455,0.024,0.0,0.0,0.02455
2014-09-05,0.02418,0.02418,0.02455,0.0,0.0,0.02418
2014-09-06,0.02422,0.02422,0.02418,0.0,0.0,0.02422
2014-09-07,0.02429,0.02429,0.02422,0.0,0.0,0.02429
2014-09-08,0.02378,0.02378,0.02429,0.0,0.0,0.02378
2014-09-09,0.02374,0.02374,0.02378,0.0,0.0,0.02374
2014-09-10,0.02398,0.02398,0.02374,0.0,0.0,0.02398
2014-09-11,0.02392,0.02392,0.02398,0.0,0.0,0.02392
2014-09-12,0.02389,0.02389,0.02392,0.0,0.0,0.02389
2014-09-13,0.02391,0.02391,0.02389,0.0,0.0,0.02391
2014-09-14,0.02389,0.02389,0.02391,0.0,0.0,0.02389
2014-09-15,0.02389,0.02389,0.02389,0.0,0.0,0.02389
2014-09-16,0.02334,0.02334,0.02389,0.0,0.0,0.02334
2014-09-17,0.02305,0.02305,0.02334,0.0,0.0,0.02305
2014-09-18,0.02121,0.02121,0.02305,0.0,0.0,0.02121
2014-09-19,0.01988,0.01988,0.02121,0.0,0.0,0.01988
2014-09-20,0.02058,0.02058,0.01988,0.0,0.0,0.02058
2014-09-21,0.02008,0.02008,0.02058,0.0,0.0,0.02008
2014-09-22,0.0202,0.0202,0.02008,0.0,0.0,0.0202
2014-09-23,0.02184,0.02184,0.0202,0.0,0.0,0.02184
2014-09-24,0.02119,0.02119,0.02184,0.0,0.0,0.02119
2014-09-25,0.02061,0.02061,0.02119,0.0,0.0,0.02061
2014-09-26,0.02022,0.02022,0.02061,0.0,0.0,0.02022
2014-09-27,0.01995,0.01995,0.02022,0.0,0.0,0.01995
2014-09-28,0.01895,0.01895,0.01995,0.0,0.0,0.01895
2014-09-29,0.01884,0.01884,0.01895,0.0,0.0,0.01884
2014-09-30,0.01941,0.01941,0.01884,0.0,0.0,0.01941
2014-10-01,0.01914,0.01914,0.01941,0.0,0.0,0.01914
2014-10-02,0.01876,0.01876,0.01914,0.0,0.0,0.01876
2014-10-03,0.01817,0.01817,0.01876,0.0,0.0,0.01817
2014-10-04,0.01677,0.01677,0.01817,0.0,0.0,0.01677
2014-10-05,0.01614,0.01614,0.01677,0.0,0.0,0.01614
2014-10-05,0.01614,0.01614,0.01677,0.0,0.0,0.01614
2014-10-06,0.01658,0.01658,0.01614,0.0,0.0,0.01658
2014-10-07,0.01658,0.01658,0.01658,0.0,0.0,0.01658
2014-10-08,0.01754,0.01754,0.01658,0.0,0.0,0.01754
2014-10-09,0.01805,0.01805,0.01754,0.0,0.0,0.01805
2014-10-10,0.01809,0.01809,0.01805,0.0,0.0,0.01809
2014-10-11,0.01806,0.01806,0.01809,0.0,0.0,0.01806
2014-10-12,0.01866,0.01866,0.01806,0.0,0.0,0.01866
2014-10-13,0.01937,0.01937,0.01866,0.0,0.0,0.01937
2014-10-14,0.01986,0.01986,0.01937,0.0,0.0,0.01986
2014-10-15,0.01966,0.01966,0.01986,0.0,0.0,0.01966
2014-10-16,0.01899,0.01899,0.01966,0.0,0.0,0.01899
2014-10-17,0.01902,0.01902,0.01899,0.0,0.0,0.01902
2014-10-18,0.01954,0.01954,0.01902,0.0,0.0,0.01954
2014-10-19,0.01936,0.01936,0.01954,0.0,0.0,0.01936
2014-10-20,0.01902,0.01902,0.01936,0.0,0.0,0.01902
2014-10-21,0.01912,0.01912,0.01902,0.0,0.0,0.01912
2014-10-22,0.01895,0.01895,0.01912,0.0,0.0,0.01895
2014-10-23,0.01779,0.01779,0.01895,0.0,0.0,0.01779
2014-10-24,0.01776,0.01776,0.01779,0.0,0.0,0.01776
2014-10-25,0.01734,0.01734,0.01776,0.0,0.0,0.01734
2014-10-26,0.01743,0.01743,0.01734,0.0,0.0,0.01743
2014-10-27,0.0175,0.0175,0.01743,0.0,0.0,0.0175
2014-10-28,0.01755,0.01755,0.0175,0.0,0.0,0.01755
2014-10-29,0.01676,0.01676,0.01755,0.0,0.0,0.01676
2014-10-30,0.01724,0.01724,0.01676,0.0,0.0,0.01724
2014-10-31,0.01689,0.01689,0.01724,0.0,0.0,0.01689
2014-11-01,0.01627,0.01627,0.01689,0.0,0.0,0.01627
2014-11-02,0.01613,0.01613,0.01627,0.0,0.0,0.01613
2014-11-03,0.01621,0.01621,0.01613,0.0,0.0,0.01621
2014-11-04,0.0164,0.0164,0.01621,0.0,0.0,0.0164
2014-11-05,0.0169,0.0169,0.0164,0.0,0.0,0.0169
2014-11-06,0.01738,0.01738,0.0169,0.0,0.0,0.01738
2014-11-07,0.01709,0.01709,0.01738,0.0,0.0,0.01709
2014-11-08,0.01718,0.01718,0.01709,0.0,0.0,0.01718
2014-11-09,0.0181,0.0181,0.01718,0.0,0.0,0.0181
2014-11-10,0.01836,0.01836,0.0181,0.0,0.0,0.01836
2014-11-11,0.01827,0.01827,0.01836,0.0,0.0,0.01827
2014-11-12,0.0216,0.0216,0.01827,0.0,0.0,0.0216
2014-11-13,0.02144,0.02144,0.0216,0.0,0.0,0.02144
2014-11-14,0.01983,0.01983,0.02144,0.0,0.0,0.01983
2014-11-15,0.01874,0.01874,0.01983,0.0,0.0,0.01874
2014-11-16,0.01928,0.01928,0.01874,0.0,0.0,0.01928
2014-11-17,0.01923,0.01923,0.01928,0.0,0.0,0.01923
2014-11-18,0.01896,0.01896,0.01923,0.0,0.0,0.01896
2014-11-19,0.03051,0.0267,0.01896,82684.55,2522.71,0.03051
2014-11-20,0.02858,0.02501,0.03051,491891.24,12302.2,0.02501
2014-11-21,0.02814,0.02462,0.02501,594660.72,16733.75,0.02814
2014-11-22,0.02816,0.02464,0.02814,15764.73,443.93,0.02816
2014-11-23,0.02927,0.02561,0.02816,66691.82,1952.07,0.02927
2014-11-24,0.03031,0.02652,0.02927,133631.16,4050.36,0.03031
2014-11-25,0.03388,0.02635,0.03031,1825908.68,54978.11,0.03011
2014-11-26,0.02923,0.02557,0.03011,132906.0,3884.84,0.02923
2014-11-27,0.02951,0.02582,0.02923,642574.28,18962.37,0.02951
2014-11-28,0.03021,0.02643,0.02951,42142.95,1113.84,0.02643
2014-11-29,0.0301,0.02634,0.02643,37024.45,1114.44,0.0301
2014-11-30,0.02999,0.02625,0.0301,256058.12,7679.18,0.02999
2014-12-01,0.03029,0.0265,0.02999,2898392.4,76807.4,0.0265
