time,high,low,open,volumefrom,volumeto,close
2014-10-17,1.051,0.9756,0.9737,27.2,28.59,1.051
2014-10-18,1.08,1.043,1.051,1.0,1.043,1.043
2014-10-19,1.097,1.029,1.043,170.85,187.42,1.097
2014-10-20,1.078,1.019,1.097,58.58,60.1,1.026
2014-10-21,1.032,0.9823,1.026,2.254,2.249,0.9976
2014-10-22,0.9886,0.9625,0.9976,23.07,22.2,0.9625
2014-10-23,0.9037,0.9037,0.9625,0.0,0.0,0.9037
2014-10-24,0.902,0.902,0.9037,0.0,0.0,0.902
2014-10-25,0.9563,0.8807,0.902,174.48,156.63,0.8977
2014-10-26,0.9282,0.9027,0.8977,101.5,93.46,0.9208
2014-10-27,0.9246,0.8959,0.9208,0.2159,0.1934,0.8959
2014-10-28,0.9089,0.8984,0.8959,6.999,6.361,0.9089
2014-10-29,0.8914,0.8676,0.9089,16.0,14.11,0.8817
2014-10-30,0.9108,0.9073,0.8817,18.93,17.24,0.9108
2014-10-31,0.9133,0.8788,0.9108,350.38,309.11,0.8822
2014-11-01,0.8497,0.8432,0.8822,14.67,12.37,0.8432
2014-11-02,0.848,0.8199,0.8432,227.03,192.52,0.848
2014-11-03,0.8524,0.821,0.848,156.27,130.27,0.8336
2014-11-04,0.8432,0.837,0.8336,164.33,138.56,0.8432
2014-11-05,0.9136,0.869,0.8432,72.15,63.33,0.8778
2014-11-06,0.9029,0.7624,0.8778,568.07,433.1,0.7624
2014-11-07,0.8766,0.7497,0.7624,9.692,8.496,0.8766
2014-11-08,0.8808,0.853,0.8766,11.12,9.485,0.853
2014-11-09,0.9225,0.8989,0.853,9.876,9.111,0.9225
2014-11-10,0.9355,0.9355,0.9225,0.0,0.0,0.9355
2014-11-11,0.9311,0.8821,0.9355,148.2,136.31,0.9198
2014-11-12,1.087,1.034,0.9198,136.33,140.97,1.034
2014-11-13,1.039,0.9925,1.034,246.01,247.24,1.005
2014-11-14,0.9687,0.9299,1.005,135.79,131.54,0.9687
2014-11-15,0.9158,0.9158,0.9687,0.0,0.0,0.9158
2014-11-16,0.9783,0.942,0.9158,156.06,152.67,0.9783
2014-11-17,0.976,0.9452,0.9783,220.36,208.28,0.9452
2014-11-18,0.9316,0.9316,0.9452,0.0,0.0,0.9316
2014-11-19,0.9372,0.9055,0.9316,2.181,1.975,0.9055
2014-11-20,0.8958,0.8482,0.9055,84.21,71.73,0.8518
2014-11-21,0.8819,0.8386,0.8518,119.91,105.33,0.8784
2014-11-22,0.9026,0.8392,0.8784,290.76,244.01,0.8392
2014-11-23,0.9073,0.8854,0.8392,8978.57,7981.95,0.889
2014-11-24,0.9312,0.9017,0.889,58696.71,53772.06,0.9161
2014-11-25,0.9388,0.8997,0.9161,74604.95,68241.15,0.9147
2014-11-26,0.8951,0.8732,0.9147,72628.04,63948.99,0.8805
2014-11-27,0.8948,0.8741,0.8805,24566.5,21719.24,0.8841
2014-11-28,0.9145,0.8866,0.8841,35451.01,31725.11,0.8949
2014-11-29,0.9144,0.8843,0.8949,55828.91,49576.07,0.888
2014-11-30,0.9148,0.8848,0.888,30638.08,27914.35,0.9111
2014-12-01,0.9238,0.8935,0.9111,87931.52,79569.23,0.9049
2014-12-02,0.9173,0.9059,0.9049,28002.66,25474.02,0.9097
2014-12-03,0.9047,0.8972,0.9097,4039.27,3654.33,0.9047
2014-12-04,0.895,0.878,0.9047,0.0,0.0,0.8869
2014-12-05,0.9139,0.8961,0.8869,0.0,0.0,0.9037
2014-12-06,0.9181,0.9181,0.9063,53.29,48.93,0.9181
2014-12-07,0.9186,0.8828,0.9181,569.97,523.57,0.9186
2014-12-08,0.8923,0.8664,0.9186,40.91,35.44,0.8664
2014-12-09,0.8762,0.8491,0.8799,0.0,0.0,0.8706
2014-12-10,1.119,0.826,0.8361,586.65,510.33,0.8699
2014-12-11,0.8716,0.8459,0.8699,492.6,429.35,0.8716
2014-12-12,0.8881,0.886,0.8716,95.79,85.07,0.8881
2014-12-13,0.8751,0.8706,0.8881,10.0,8.706,0.8706
2014-12-14,0.9083,0.8727,0.8699,0.0,0.0,0.8755
2014-12-15,0.9018,0.8634,0.8734,672.57,580.7,0.8634
2014-12-16,0.9907,0.8256,0.8634,675.18,619.41,0.9174
2014-12-17,0.889,0.8,0.9174,215.25,172.2,0.8
